,faixa_remuneracao_media_sm,sexo_cod,total_pessoas,Adm Técnica Profissional,Transporte e Comunicações,Aloj Comunic,Médicos Odontológicos Vet,Ensino,Administração Pública,Agricultura,Atividades de exploração de jogos de azar e apostas,Atividades esportivas,Atividades de recreação e lazer,"Atividades de organizações associativas patronais, empresariais e profissionais",Atividades de organizações sindicais,Atividades de associações de defesa de direitos sociais,Atividades de organizações associativas não especificadas anteriormente,Reparação e manutenção de equipamentos de informática e comunicação,Reparação e manutenção de objetos e equipamentos pessoais e domésticos,Outras atividades de serviços pessoais,Serviços domésticos,Organismos internacionais e outras instituições extraterritoriais,Fabricação de veículos militares de combate,Sedes de empresas e unidades administrativas locais,25 A 29,30 A 39,40 A 49,50 A 64,65 OU MAIS,CLT U/ PJ Determinado,CLT U/ PF Determinado,CLT R/ PJ Determinado,CLT R/ PF Determinado,Diretor,Contrat Prazo Determinado,Contrat TMP Determinado,Contrat Lei Estadual,Contrat Lei Municipal,Fundamental Completo,Médio Incompleto,Médio Completo,Superior Incompleto,Superior Completo,Mestrado,Doutorado
112,1,0,38700.0,1672.0,1060.0,1507.0,974.0,1800.0,27100.0,45.0,0.0,17.0,1.0,213.0,97.0,282.0,257.0,7.0,1.0,5.0,0.0,109.0,0.0,0.0,4799.0,13851.0,11391.0,8642.0,579.0,37.0,0.0,0.0,0.0,3.0,11.0,60.0,0.0,0.0,509.0,161.0,9042.0,2927.0,26929.0,934.0,130.0
113,1,1,65547.0,3663.0,1533.0,1520.0,555.0,1532.0,49665.0,118.0,0.0,28.0,2.0,186.0,81.0,199.0,264.0,29.0,7.0,5.0,0.0,78.0,0.0,0.0,5731.0,20617.0,23190.0,10550.0,1041.0,56.0,0.0,0.0,0.0,12.0,13.0,69.0,0.0,0.0,5482.0,610.0,31088.0,2467.0,25541.0,768.0,134.0
114,1,0,43412.0,1453.0,849.0,1560.0,531.0,1322.0,33421.0,38.0,0.0,4.0,0.0,201.0,76.0,206.0,172.0,7.0,0.0,3.0,0.0,77.0,0.0,0.0,3070.0,15937.0,15196.0,8711.0,516.0,34.0,0.0,0.0,0.0,2.0,4.0,11.0,0.0,0.0,295.0,86.0,4896.0,1477.0,36128.0,1435.0,231.0
115,1,1,57350.0,2762.0,1484.0,1450.0,447.0,1283.0,41531.0,135.0,0.0,12.0,1.0,172.0,75.0,154.0,233.0,12.0,4.0,2.0,0.0,57.0,0.0,0.0,6319.0,15946.0,19035.0,12191.0,975.0,44.0,0.0,0.0,0.0,12.0,6.0,24.0,0.0,0.0,2877.0,308.0,10664.0,1481.0,39409.0,1300.0,290.0
116,1,0,14995.0,640.0,379.0,473.0,418.0,990.0,9778.0,4.0,0.0,0.0,1.0,69.0,34.0,88.0,61.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,565.0,4497.0,5697.0,3967.0,248.0,8.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,60.0,29.0,1161.0,259.0,12785.0,613.0,241.0
117,1,1,27198.0,1221.0,827.0,615.0,183.0,1054.0,17733.0,31.0,0.0,5.0,0.0,103.0,37.0,93.0,97.0,6.0,1.0,0.0,0.0,19.0,0.0,0.0,937.0,8420.0,10170.0,7036.0,578.0,17.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,430.0,89.0,3220.0,488.0,21558.0,670.0,284.0
118,3,0,21666.0,745.0,375.0,328.0,574.0,430.0,16714.0,3.0,0.0,0.0,0.0,75.0,12.0,81.0,50.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,624.0,5774.0,7198.0,6403.0,537.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,69.0,25.0,796.0,172.0,19081.0,879.0,325.0
119,3,1,40367.0,1714.0,1126.0,608.0,414.0,624.0,28989.0,28.0,0.0,4.0,0.0,191.0,25.0,122.0,95.0,10.0,1.0,1.0,0.0,12.0,0.0,0.0,1171.0,9936.0,13529.0,13399.0,1376.0,14.0,0.0,0.0,0.0,90.0,2.0,1.0,0.0,0.0,254.0,105.0,1956.0,411.0,34719.0,1774.0,648.0
120,0,0,700.0,36.0,22.0,265.0,15.0,72.0,35.0,6.0,0.0,4.0,0.0,0.0,1.0,4.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,126.0,110.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,227.0,155.0,17.0,113.0,3.0,0.0
121,0,1,491.0,26.0,23.0,59.0,9.0,80.0,14.0,2.0,0.0,6.0,0.0,0.0,5.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,63.0,46.0,26.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,194.0,122.0,8.0,78.0,2.0,0.0
122,0,0,4639.0,980.0,81.0,1389.0,109.0,451.0,434.0,58.0,0.0,37.0,5.0,7.0,8.0,366.0,232.0,4.0,3.0,40.0,4.0,0.0,0.0,0.0,585.0,945.0,667.0,420.0,11.0,10.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,526.0,1076.0,1825.0,202.0,483.0,15.0,3.0
123,0,1,3446.0,449.0,146.0,781.0,40.0,318.0,182.0,53.0,0.0,37.0,3.0,4.0,16.0,274.0,149.0,6.0,9.0,16.0,2.0,0.0,0.0,0.0,401.0,576.0,355.0,253.0,27.0,13.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,359.0,986.0,1152.0,126.0,313.0,7.0,1.0
124,0,0,42732.0,7326.0,994.0,8423.0,2896.0,2239.0,3681.0,459.0,0.0,157.0,49.0,131.0,80.0,1015.0,928.0,69.0,52.0,606.0,13.0,0.0,0.0,0.0,7151.0,11830.0,8369.0,4470.0,121.0,100.0,0.0,0.0,0.0,2.0,21.0,16.0,24.0,0.0,4852.0,3764.0,25667.0,2220.0,2844.0,29.0,4.0
125,0,1,36940.0,5922.0,2460.0,3670.0,586.0,884.0,1119.0,1459.0,0.0,116.0,25.0,57.0,62.0,358.0,233.0,95.0,147.0,241.0,7.0,0.0,0.0,0.0,6743.0,9021.0,5506.0,4259.0,377.0,181.0,4.0,0.0,4.0,1.0,20.0,4.0,5.0,0.0,5371.0,4399.0,19400.0,1365.0,1149.0,20.0,2.0
126,0,0,18488.0,1581.0,466.0,1826.0,3063.0,950.0,4855.0,104.0,0.0,47.0,12.0,55.0,40.0,164.0,225.0,21.0,18.0,155.0,1.0,0.0,0.0,0.0,3061.0,5781.0,4280.0,2706.0,124.0,32.0,0.0,0.0,0.0,1.0,7.0,9.0,6.0,0.0,1587.0,908.0,11077.0,1293.0,2797.0,34.0,5.0
127,0,1,28539.0,4756.0,2660.0,1656.0,814.0,540.0,1699.0,881.0,0.0,79.0,11.0,48.0,65.0,125.0,164.0,56.0,59.0,135.0,1.0,0.0,0.0,0.0,5272.0,8751.0,5503.0,3819.0,360.0,90.0,0.0,0.0,3.0,2.0,13.0,3.0,5.0,0.0,4285.0,2718.0,14726.0,1011.0,1317.0,20.0,4.0
136,1,0,5657.0,87.0,48.0,89.0,167.0,681.0,4193.0,9.0,0.0,1.0,6.0,6.0,4.0,13.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,360.0,1616.0,2045.0,1540.0,65.0,2.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,0.0,33.0,23.0,524.0,144.0,4760.0,217.0,24.0
137,1,1,6338.0,194.0,153.0,102.0,125.0,613.0,4060.0,27.0,0.0,3.0,1.0,11.0,7.0,10.0,16.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,436.0,1798.0,2299.0,1584.0,123.0,5.0,0.0,0.0,0.0,3.0,1.0,5.0,2.0,0.0,231.0,111.0,1763.0,451.0,3770.0,183.0,27.0
138,1,0,3576.0,43.0,21.0,147.0,83.0,608.0,2179.0,3.0,0.0,0.0,2.0,5.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,886.0,1161.0,1176.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,249.0,56.0,2931.0,174.0,96.0
139,1,1,4375.0,88.0,86.0,121.0,98.0,547.0,2743.0,14.0,0.0,1.0,1.0,6.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,1252.0,1428.0,1342.0,101.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,50.0,787.0,215.0,3014.0,167.0,100.0
140,1,0,1211.0,26.0,8.0,28.0,41.0,289.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,303.0,425.0,462.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,49.0,10.0,970.0,69.0,89.0
141,1,1,2040.0,40.0,31.0,44.0,61.0,272.0,1247.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,478.0,701.0,706.0,64.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,14.0,244.0,47.0,1484.0,74.0,88.0
142,3,0,1229.0,35.0,2.0,5.0,92.0,105.0,924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,304.0,460.0,422.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,4.0,1095.0,38.0,45.0
143,3,1,3133.0,58.0,31.0,18.0,145.0,154.0,2420.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,563.0,987.0,1227.0,105.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,19.0,8.0,104.0,52.0,2766.0,85.0,61.0
144,0,0,611.0,32.0,36.0,166.0,15.0,43.0,13.0,1.0,0.0,1.0,1.0,2.0,0.0,21.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,44.0,40.0,32.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,338.0,115.0,9.0,37.0,1.0,0.0
145,0,1,563.0,36.0,27.0,135.0,11.0,29.0,6.0,0.0,0.0,3.0,0.0,2.0,1.0,21.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,30.0,20.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,309.0,89.0,6.0,24.0,1.0,0.0
146,0,0,3057.0,327.0,53.0,753.0,66.0,216.0,657.0,43.0,0.0,15.0,2.0,9.0,8.0,120.0,89.0,2.0,2.0,26.0,6.0,0.0,0.0,0.0,340.0,631.0,508.0,333.0,14.0,7.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,223.0,665.0,1307.0,90.0,459.0,11.0,2.0
147,0,1,2747.0,233.0,89.0,464.0,37.0,179.0,410.0,99.0,0.0,14.0,2.0,3.0,9.0,95.0,27.0,3.0,6.0,12.0,5.0,0.0,0.0,0.0,276.0,460.0,346.0,313.0,53.0,8.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,244.0,781.0,1082.0,59.0,264.0,7.0,1.0
148,0,0,30679.0,4224.0,777.0,6425.0,1834.0,1515.0,2937.0,122.0,0.0,78.0,57.0,102.0,79.0,372.0,255.0,34.0,59.0,435.0,14.0,0.0,0.0,0.0,5472.0,9105.0,5747.0,2986.0,92.0,108.0,2.0,1.0,1.0,2.0,40.0,29.0,2.0,0.0,2521.0,3018.0,21372.0,1324.0,2200.0,44.0,3.0
149,0,1,27511.0,3941.0,1386.0,3417.0,389.0,578.0,1611.0,342.0,0.0,79.0,29.0,51.0,48.0,196.0,150.0,48.0,101.0,163.0,10.0,0.0,0.0,0.0,5093.0,6758.0,3963.0,2779.0,263.0,108.0,2.0,1.0,3.0,3.0,39.0,56.0,1.0,0.0,2556.0,3189.0,16710.0,685.0,1022.0,20.0,2.0
150,0,0,15078.0,2067.0,498.0,1979.0,2156.0,914.0,2255.0,72.0,0.0,16.0,14.0,63.0,40.0,319.0,125.0,16.0,14.0,179.0,5.0,0.0,0.0,0.0,2872.0,5181.0,3084.0,1444.0,50.0,51.0,1.0,0.0,0.0,2.0,11.0,5.0,0.0,0.0,824.0,754.0,9627.0,955.0,2224.0,47.0,3.0
151,0,1,24651.0,5171.0,1956.0,1809.0,565.0,430.0,1059.0,259.0,0.0,35.0,13.0,56.0,37.0,142.0,119.0,34.0,50.0,127.0,5.0,0.0,0.0,0.0,4632.0,7988.0,4769.0,3034.0,200.0,95.0,2.0,0.0,1.0,2.0,28.0,11.0,1.0,0.0,2878.0,2565.0,14964.0,761.0,1058.0,26.0,4.0
160,1,0,5817.0,96.0,35.0,132.0,112.0,517.0,4147.0,78.0,0.0,0.0,0.0,11.0,5.0,31.0,35.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,327.0,1658.0,1841.0,1630.0,72.0,12.0,0.0,0.0,0.0,1.0,0.0,2.0,23.0,0.0,24.0,16.0,750.0,130.0,4187.0,232.0,27.0
161,1,1,7265.0,241.0,134.0,131.0,55.0,530.0,4313.0,179.0,0.0,0.0,1.0,12.0,6.0,28.0,30.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,480.0,2146.0,2267.0,1811.0,139.0,16.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,0.0,140.0,64.0,2292.0,219.0,4049.0,160.0,19.0
162,1,0,3832.0,44.0,16.0,82.0,56.0,457.0,2649.0,74.0,0.0,0.0,0.0,4.0,3.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,1177.0,1254.0,1161.0,50.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,12.0,10.0,371.0,61.0,2921.0,160.0,76.0
163,1,1,4969.0,112.0,63.0,94.0,29.0,462.0,2903.0,228.0,0.0,0.0,0.0,9.0,3.0,18.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,1575.0,1343.0,1545.0,143.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,40.0,28.0,859.0,150.0,3612.0,126.0,80.0
164,1,0,1502.0,26.0,6.0,12.0,19.0,200.0,1114.0,30.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,310.0,522.0,643.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,100.0,17.0,1220.0,56.0,12.0
165,1,1,2259.0,35.0,20.0,24.0,4.0,224.0,1565.0,82.0,0.0,0.0,0.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,559.0,708.0,886.0,68.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,11.0,278.0,43.0,1814.0,31.0,14.0
166,3,0,1380.0,36.0,2.0,11.0,5.0,106.0,1196.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,292.0,504.0,556.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,77.0,14.0,1184.0,33.0,16.0
167,3,1,3066.0,71.0,12.0,24.0,2.0,163.0,2440.0,31.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,710.0,995.0,1127.0,115.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,14.0,11.0,183.0,53.0,2502.0,68.0,22.0
168,0,0,1116.0,245.0,16.0,390.0,15.0,147.0,59.0,1.0,0.0,54.0,2.0,1.0,6.0,20.0,81.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,155.0,304.0,248.0,207.0,17.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,173.0,94.0,322.0,31.0,254.0,11.0,3.0
169,0,1,716.0,104.0,25.0,249.0,8.0,148.0,27.0,0.0,0.0,74.0,0.0,0.0,26.0,10.0,20.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,111.0,185.0,125.0,96.0,17.0,9.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,66.0,73.0,213.0,33.0,224.0,12.0,5.0
170,0,0,12485.0,3123.0,344.0,4338.0,345.0,1059.0,290.0,21.0,0.0,172.0,16.0,11.0,44.0,282.0,312.0,14.0,13.0,61.0,2.0,0.0,0.0,0.0,1320.0,2383.0,2160.0,1778.0,112.0,102.0,1.0,0.0,0.0,36.0,22.0,0.0,132.0,0.0,2037.0,2771.0,3852.0,303.0,1184.0,57.0,15.0
171,0,1,7668.0,1214.0,409.0,1984.0,139.0,752.0,286.0,19.0,0.0,182.0,14.0,4.0,113.0,200.0,137.0,12.0,19.0,29.0,0.0,0.0,0.0,0.0,641.0,1010.0,676.0,505.0,88.0,90.0,0.0,0.0,0.0,63.0,14.0,0.0,4.0,0.0,733.0,2476.0,2313.0,210.0,802.0,82.0,30.0
172,0,0,104705.0,24480.0,2789.0,25186.0,4579.0,5344.0,4251.0,161.0,3.0,686.0,119.0,130.0,187.0,1218.0,1172.0,108.0,156.0,970.0,13.0,1.0,0.0,0.0,15564.0,25076.0,21167.0,13920.0,629.0,1597.0,5.0,2.0,1.0,15.0,166.0,105.0,1124.0,0.0,15118.0,10204.0,57522.0,3264.0,4824.0,97.0,28.0
173,0,1,64030.0,12350.0,4894.0,10002.0,576.0,1426.0,969.0,397.0,2.0,581.0,76.0,30.0,201.0,323.0,381.0,139.0,244.0,290.0,18.0,0.0,0.0,0.0,10411.0,12815.0,8251.0,6376.0,779.0,758.0,5.0,1.0,2.0,20.0,91.0,89.0,232.0,0.0,7637.0,7733.0,34568.0,1784.0,2013.0,96.0,35.0
174,0,0,75549.0,12747.0,3622.0,10443.0,8448.0,3851.0,6730.0,52.0,2.0,341.0,59.0,115.0,240.0,1184.0,1149.0,62.0,65.0,553.0,6.0,0.0,0.0,0.0,13082.0,21214.0,15598.0,9496.0,424.0,794.0,4.0,1.0,0.0,10.0,41.0,12.0,487.0,0.0,6406.0,4814.0,45412.0,3903.0,10034.0,127.0,36.0
175,0,1,80761.0,14275.0,8391.0,7611.0,1136.0,1560.0,1821.0,300.0,5.0,567.0,98.0,37.0,157.0,408.0,445.0,105.0,171.0,258.0,7.0,0.0,0.0,0.0,14521.0,20884.0,13666.0,10925.0,1025.0,754.0,3.0,1.0,1.0,19.0,76.0,21.0,114.0,0.0,11778.0,7865.0,46495.0,2707.0,4588.0,102.0,35.0
184,1,0,19855.0,1314.0,418.0,626.0,1643.0,1507.0,10403.0,9.0,0.0,19.0,0.0,37.0,32.0,126.0,176.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,1568.0,5360.0,6317.0,6196.0,396.0,33.0,0.0,0.0,0.0,4.0,9.0,5.0,7.0,0.0,71.0,83.0,2131.0,565.0,16381.0,533.0,117.0
185,1,1,25474.0,2898.0,1042.0,786.0,855.0,1432.0,8830.0,22.0,0.0,78.0,4.0,37.0,66.0,98.0,189.0,19.0,6.0,6.0,0.0,1.0,0.0,0.0,2907.0,8465.0,8175.0,6557.0,449.0,75.0,0.0,0.0,0.0,18.0,18.0,4.0,10.0,0.0,629.0,523.0,7620.0,1641.0,16173.0,435.0,111.0
186,1,0,10918.0,679.0,203.0,427.0,762.0,1311.0,4833.0,6.0,0.0,6.0,0.0,19.0,7.0,40.0,82.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,644.0,2988.0,3577.0,3500.0,219.0,10.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,52.0,34.0,813.0,261.0,8855.0,518.0,227.0
187,1,1,18089.0,1909.0,713.0,558.0,583.0,1517.0,5923.0,19.0,0.0,59.0,2.0,33.0,41.0,67.0,93.0,8.0,3.0,1.0,0.0,3.0,0.0,0.0,1353.0,5431.0,5820.0,5508.0,424.0,34.0,0.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,261.0,243.0,3751.0,870.0,13335.0,505.0,248.0
188,1,0,4396.0,229.0,57.0,134.0,456.0,604.0,2133.0,5.0,0.0,1.0,0.0,3.0,2.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,1011.0,1484.0,1665.0,67.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,7.0,182.0,74.0,3729.0,203.0,112.0
189,1,1,8385.0,706.0,267.0,226.0,416.0,839.0,3246.0,12.0,0.0,21.0,0.0,16.0,11.0,31.0,46.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,266.0,2148.0,2780.0,2900.0,244.0,12.0,0.0,0.0,0.0,14.0,2.0,2.0,0.0,0.0,53.0,45.0,811.0,204.0,6542.0,351.0,135.0
190,3,0,4521.0,163.0,38.0,56.0,209.0,298.0,3077.0,1.0,0.0,1.0,0.0,1.0,1.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1008.0,1567.0,1737.0,98.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,3.0,61.0,24.0,4114.0,169.0,89.0
191,3,1,11265.0,659.0,285.0,237.0,231.0,623.0,5800.0,17.0,0.0,63.0,0.0,9.0,11.0,25.0,36.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,197.0,2075.0,3798.0,4281.0,513.0,25.0,0.0,0.0,0.0,103.0,4.0,0.0,0.0,0.0,21.0,41.0,434.0,139.0,10073.0,347.0,197.0
192,0,0,396.0,86.0,7.0,165.0,7.0,57.0,28.0,0.0,0.0,15.0,1.0,3.0,0.0,13.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,35.0,79.0,72.0,57.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,91.0,75.0,15.0,89.0,4.0,1.0
193,0,1,304.0,30.0,12.0,108.0,2.0,49.0,38.0,0.0,0.0,12.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,55.0,41.0,38.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,72.0,58.0,10.0,94.0,2.0,1.0
194,0,0,4682.0,1415.0,88.0,1526.0,145.0,362.0,416.0,5.0,0.0,76.0,10.0,123.0,8.0,277.0,32.0,3.0,3.0,28.0,0.0,0.0,0.0,0.0,572.0,1078.0,876.0,631.0,44.0,18.0,0.0,0.0,0.0,7.0,1.0,4.0,0.0,0.0,645.0,739.0,1677.0,223.0,751.0,25.0,6.0
195,0,1,2414.0,510.0,160.0,678.0,32.0,250.0,356.0,5.0,0.0,36.0,8.0,24.0,3.0,195.0,10.0,3.0,6.0,10.0,0.0,0.0,0.0,0.0,263.0,448.0,273.0,170.0,20.0,14.0,0.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0,252.0,574.0,796.0,111.0,479.0,23.0,4.0
196,0,0,24050.0,8043.0,300.0,7473.0,911.0,1024.0,917.0,25.0,0.0,181.0,35.0,120.0,49.0,529.0,185.0,14.0,53.0,249.0,3.0,0.0,0.0,0.0,3898.0,5965.0,4648.0,3232.0,143.0,68.0,1.0,0.0,0.0,1.0,6.0,94.0,2.0,8.0,3288.0,1719.0,12729.0,1385.0,1948.0,32.0,10.0
197,0,1,13635.0,3948.0,613.0,3624.0,98.0,347.0,642.0,57.0,0.0,125.0,31.0,34.0,19.0,181.0,67.0,23.0,62.0,68.0,1.0,0.0,0.0,0.0,2442.0,3019.0,1808.0,1274.0,157.0,42.0,1.0,0.0,0.0,5.0,2.0,78.0,0.0,0.0,1884.0,1295.0,7669.0,676.0,900.0,38.0,7.0
198,0,0,23325.0,4950.0,612.0,4488.0,2012.0,821.0,1525.0,13.0,0.0,109.0,51.0,118.0,46.0,474.0,233.0,16.0,49.0,209.0,3.0,0.0,0.0,0.0,4895.0,6626.0,4119.0,2468.0,72.0,54.0,0.0,0.0,0.0,2.0,10.0,7.0,0.0,17.0,2054.0,1536.0,14293.0,1664.0,3181.0,40.0,7.0
199,0,1,22033.0,5730.0,1669.0,3497.0,294.0,366.0,700.0,82.0,0.0,166.0,46.0,38.0,20.0,177.0,98.0,29.0,75.0,80.0,1.0,0.0,0.0,0.0,4451.0,6136.0,3410.0,2218.0,186.0,60.0,0.0,0.0,0.0,4.0,6.0,8.0,0.0,2.0,2981.0,1868.0,13053.0,1002.0,1251.0,34.0,7.0
208,1,0,9579.0,638.0,54.0,307.0,292.0,820.0,6569.0,1.0,0.0,1.0,0.0,56.0,10.0,83.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,600.0,3125.0,3093.0,2624.0,76.0,10.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,41.0,13.0,560.0,137.0,8377.0,434.0,50.0
209,1,1,10780.0,1647.0,214.0,357.0,161.0,772.0,5821.0,2.0,0.0,12.0,0.0,85.0,18.0,72.0,25.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,859.0,3669.0,3500.0,2947.0,213.0,23.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,209.0,72.0,1432.0,349.0,8075.0,364.0,41.0
210,1,0,6360.0,380.0,31.0,177.0,192.0,847.0,3757.0,0.0,0.0,0.0,0.0,38.0,5.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,1864.0,2039.0,2141.0,78.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,21.0,10.0,427.0,68.0,5137.0,355.0,252.0
211,1,1,8818.0,1072.0,135.0,239.0,147.0,1056.0,4448.0,0.0,0.0,10.0,0.0,58.0,7.0,37.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,511.0,2614.0,2515.0,2806.0,203.0,8.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,95.0,50.0,908.0,194.0,6944.0,351.0,299.0
212,1,0,2376.0,69.0,7.0,56.0,85.0,438.0,1614.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,580.0,801.0,920.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,81.0,25.0,2136.0,117.0,51.0
213,1,1,4755.0,335.0,39.0,100.0,66.0,503.0,3006.0,0.0,0.0,7.0,0.0,33.0,5.0,15.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1130.0,1682.0,1663.0,152.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,31.0,14.0,487.0,81.0,3880.0,166.0,91.0
214,3,0,2253.0,32.0,4.0,18.0,61.0,271.0,1720.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,440.0,796.0,869.0,58.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,24.0,13.0,1960.0,99.0,41.0
215,3,1,5652.0,271.0,18.0,111.0,78.0,617.0,3925.0,0.0,0.0,11.0,0.0,51.0,3.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,908.0,1653.0,2656.0,260.0,2.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,10.0,13.0,150.0,33.0,4945.0,240.0,114.0
