Sexo Trabalhador = 01:Masculino
;Faixa Etária;IBGE Subsetor
Capital; 01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
160030:Macapá - AP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0;4;0;0;0;0;18;0;0;0;0;0;0;1;0;1;0;0;0;7;0;1;172;6;3;13;12;56;1;8;0;0;281;18;78;11;5;0;5;31;62;18;23;24;0;181;209;489;4.451;600;169;939;348;1.146;205;365;1.608;77;0;11.062;10;88;11;6;1;4;30;79;9;22;26;0;126;273;540;3.690;611;236;1.398;430;1.117;300;575;4.426;75;0;14.083;30;124;17;7;3;14;65;107;15;20;30;0;173;476;861;3.581;670;332;2.405;716;2.062;358;1.044;13.171;113;0;26.394;10;45;5;3;1;6;37;52;3;11;20;0;75;381;526;1.116;268;175;1.181;437;1.311;151;489;11.779;51;0;18.133;9;17;7;5;1;1;20;22;1;4;3;0;33;179;356;360;91;53;468;177;756;58;157;7.243;25;0;10.046;0;1;0;1;0;0;1;0;0;0;0;0;0;11;29;11;5;4;17;2;49;5;15;688;1;840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;77;353;51;27;6;30;185;322;47;80;103;0;595;1.529;2.802;13.394;2.251;973;6.421;2.122;6.501;1.078;2.653;38.916;342;0;80.858
172100:Palmas - TO;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;0;0;2;1;0;9;0;2;3;0;0;0;0;3;0;0;2;1;3;8;7;178;21;5;8;7;32;9;12;2;1;304;18;115;62;19;6;13;15;98;25;90;26;4;123;274;952;3.200;754;159;789;375;1.010;348;595;4.538;40;0;13.648;12;70;62;6;2;22;13;94;25;72;20;1;99;489;1.071;2.040;609;169;970;520;841;322;849;9.679;61;0;18.118;26;92;67;7;6;24;19;101;28;80;24;3;110;727;1.743;2.059;553;179;1.228;665;1.015;403;1.406;22.954;93;0;33.612;24;34;26;4;0;2;6;26;3;20;16;2;51;359;1.177;742;154;207;471;316;460;141;783;19.032;72;0;24.128;16;18;3;3;0;0;0;18;7;9;6;0;19;176;1.004;218;69;52;239;132;234;33;239;10.722;26;0;13.243;2;1;0;0;0;0;0;0;0;1;0;0;2;7;42;8;4;0;12;6;9;1;19;643;1;758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;332;223;39;14;61;53;340;88;272;94;11;407;2.042;5.996;8.447;2.166;771;3.717;2.021;3.601;1.257;3.905;67.571;294;0;103.820
211130:São Luiz - MA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;48;0;0;0;0;0;1;0;0;4;19;8;65;6;6;7;11;188;0;0;1;1;365;17;88;487;733;13;50;109;197;44;112;97;1;752;347;6.240;9.233;1.450;479;3.054;1.812;3.834;1.153;768;2.771;110;0;33.951;16;100;655;626;15;25;112;253;38;153;117;1;921;580;6.480;8.820;1.670;602;4.853;3.056;4.719;1.750;1.642;6.192;135;0;43.531;34;186;1.108;849;36;55;163;458;78;294;176;2;1.323;738;8.933;10.480;2.026;642;7.455;4.931;8.518;3.303;3.221;22.401;227;0;77.637;36;150;963;472;14;30;92;232;43;205;137;0;697;862;5.690;4.277;1.004;924;4.205;3.844;5.073;1.864;2.036;34.153;175;0;67.178;13;66;264;196;7;10;37;111;18;96;85;1;235;692;3.165;1.513;322;328;2.334;1.778;2.442;563;1.021;35.394;154;0;50.845;1;1;6;5;1;1;3;10;1;7;4;0;7;27;108;59;13;4;173;95;165;27;62;3.105;14;3.899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;117;591;3.483;2.929;86;171;516;1.261;222;868;616;5;3.939;3.265;30.624;34.448;6.491;2.985;22.081;15.527;24.939;8.660;8.751;104.018;816;0;277.409
221100:Terezina - PI;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;34;11;2;0;0;4;1;0;2;0;55;0;2;1;2;0;12;2;10;1;11;34;1;22;0;26;299;80;23;11;12;52;17;83;2;2;705;22;342;178;86;27;219;161;195;114;314;474;12;982;178;2.687;7.720;1.728;684;1.273;831;2.941;1.011;983;3.357;199;0;26.718;32;376;240;83;27;247;181;165;102;314;567;14;1.180;327;2.865;7.118;1.910;675;2.095;1.280;3.830;1.717;2.702;7.222;283;0;35.552;48;568;316;93;29;267;378;281;177;425;1.415;14;1.557;540;4.972;8.575;2.456;707;3.422;2.624;6.712;3.814;5.330;18.041;462;0;63.223;28;365;125;33;11;79;290;136;102;182;788;6;683;886;3.594;3.503;982;781;2.307;1.955;4.802;3.039;4.036;26.846;241;0;55.800;24;190;59;9;0;23;115;63;53;68;215;6;233;1.098;2.368;1.169;277;344;1.598;1.135;2.589;1.695;2.730;22.807;101;0;38.969;1;6;0;1;0;0;6;3;3;1;2;0;5;32;69;50;5;6;64;53;120;118;130;2.091;5;2.771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;155;1.849;919;307;94;847;1.133;854;552;1.315;3.495;53;4.662;3.061;16.581;28.468;7.449;3.222;10.770;7.890;21.050;11.412;15.994;80.370;1.293;0;223.795
230440:Fortaleza - CE;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;4;2;0;2;0;1;0;0;1;0;15;0;3;11;2;13;1;6;21;7;15;122;6;66;17;61;545;78;12;128;60;656;24;28;5;6;1.893;34;167;447;200;255;327;422;957;406;624;7.922;501;3.347;401;5.303;26.026;3.776;1.390;16.748;3.646;13.142;1.902;2.871;3.801;383;0;94.998;76;187;494;220;343;288;435;990;433;620;7.909;697;3.569;574;5.663;22.194;4.240;2.175;15.089;4.852;12.762;3.717;5.188;11.280;421;0;104.416;109;348;826;359;473;362;761;1.484;616;985;11.886;849;5.329;1.210;11.171;25.747;5.804;2.662;22.926;9.084;18.723;7.019;9.840;31.791;698;0;171.062;203;186;608;261;248;236;438;861;398;785;7.657;441;3.279;1.204;8.382;13.111;3.196;3.567;14.868;6.815;12.690;4.838;8.243;45.128;532;0;138.175;133;79;327;121;89;113;210;360;186;338;2.570;126;1.085;1.047;4.544;4.924;1.198;1.972;6.707;3.643;5.939;2.323;4.829;51.305;354;0;94.522;4;4;10;1;4;5;6;31;2;26;59;2;52;23;193;177;46;33;361;159;303;136;502;7.432;36;9.607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;559;974;2.723;1.164;1.425;1.332;2.278;4.704;2.048;3.393;38.125;2.623;16.727;4.478;35.319;92.728;18.340;11.811;76.829;28.259;64.216;19.959;31.502;150.744;2.430;0;614.690
240810:Natal - RN;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;6;0;0;0;2;0;0;1;0;0;12;0;3;1;1;0;0;2;7;0;0;130;0;23;12;65;517;68;13;66;40;300;51;51;0;4;1.354;31;117;146;57;25;17;179;208;75;46;5.447;131;761;311;2.769;13.318;1.509;520;5.332;1.075;5.172;1.215;1.185;1.387;160;0;41.193;120;108;140;68;35;12;179;217;84;59;4.103;160;730;577;3.070;9.963;1.520;771;6.050;1.413;5.093;1.865;2.106;5.450;211;0;44.104;177;152;188;110;39;12;304;331;125;78;5.011;206;991;1.225;5.008;11.188;2.105;887;8.802;2.690;7.657;3.061;3.513;17.671;360;0;71.891;400;94;149;58;18;17;162;259;53;27;3.098;87;549;1.743;3.729;5.353;1.081;1.003;5.917;2.181;5.064;1.908;2.503;35.833;290;0;71.576;330;55;62;35;13;4;72;98;18;19;893;20;184;1.186;1.938;1.757;363;437;2.634;1.302;2.323;774;1.173;29.155;233;0;45.078;3;4;3;0;0;1;2;13;1;0;13;1;4;33;57;72;9;10;102;47;129;29;62;2.052;13;2.660;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;1.061;533;689;329;130;63;900;1.133;356;229;18.696;605;3.242;5.088;16.638;42.174;6.655;3.641;28.903;8.750;25.738;8.903;10.595;91.548;1.271;0;277.870
250750:João Pessoa - PB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;1;0;0;0;0;6;1;3;0;1;0;0;1;3;0;0;21;0;7;0;9;71;5;1;17;3;121;0;4;5;0;273;3;281;96;230;4;1;101;300;117;270;730;214;691;545;2.180;6.816;1.100;377;2.497;659;2.495;613;761;4.135;75;0;25.291;4;343;81;178;1;2;117;378;115;279;1.122;236;788;1.105;2.590;6.339;1.273;620;3.661;1.037;2.585;1.237;1.804;8.745;123;0;34.763;10;546;130;114;5;9;185;630;192;374;1.676;310;1.189;1.532;4.575;7.461;1.784;817;6.451;2.198;4.184;2.546;4.130;19.422;197;0;60.667;3;288;66;77;1;7;95;303;109;226;946;92;548;1.070;3.063;3.103;700;953;3.654;1.598;3.054;2.116;3.948;38.162;215;0;64.397;5;126;28;26;0;0;31;114;42;84;302;16;197;643;1.549;933;214;415;1.482;913;1.670;1.171;3.788;34.066;242;0;48.057;3;8;0;1;0;0;2;6;1;7;6;0;7;34;53;30;8;9;66;67;109;80;260;2.502;21;3.280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;1.595;401;627;11;19;532;1.734;576;1.240;4.803;868;3.427;4.929;14.019;24.755;5.085;3.192;17.830;6.475;14.219;7.763;14.695;107.037;873;0;236.734
261160:Recife - PE;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;1;1;0;0;0;0;9;0;0;2;3;0;0;6;8;0;6;4;1;18;4;10;392;40;17;41;10;325;0;10;5;2;904;75;222;411;170;299;68;236;631;296;501;421;55;2.206;535;4.979;18.380;3.559;1.455;16.411;2.299;8.127;2.065;1.470;5.560;305;0;70.736;141;399;611;265;384;80;274;928;369;808;498;75;2.727;1.157;6.450;18.825;5.055;2.449;16.850;3.686;9.036;5.056;3.725;13.695;464;0;94.007;266;815;832;393;487;173;448;1.383;444;1.266;1.151;129;4.801;2.394;12.596;24.739;7.883;3.025;24.519;7.028;15.727;10.943;9.183;37.383;812;0;168.820;203;520;642;282;324;110;222;832;233;764;1.022;74;2.849;2.931;9.662;11.124;3.808;3.032;15.363;6.195;10.342;6.077;9.304;59.903;619;0;146.437;113;204;287;137;121;46;105;351;76;278;485;36;1.232;2.988;6.132;4.457;1.425;1.291;8.434;3.484;5.341;2.445;7.411;43.769;499;0;91.147;4;22;10;4;7;0;8;45;1;12;12;0;66;45;254;162;63;24;456;162;450;171;668;2.876;36;5.558;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;802;2.182;2.795;1.254;1.622;477;1.299;4.179;1.419;3.635;3.593;370;13.899;10.054;40.083;78.085;21.833;11.293;82.075;22.865;49.349;26.757;31.771;163.191;2.737;0;577.619
270430:Maceió - AL;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;7;0;0;1;0;6;0;0;0;0;16;0;3;0;0;0;0;2;4;2;7;1;0;14;31;2;237;27;4;18;3;179;3;1;0;3;541;21;50;65;148;4;13;94;144;29;265;71;5;1.893;383;1.523;8.666;1.083;456;1.823;737;3.366;859;788;1.314;101;0;23.901;29;50;88;180;2;18;118;195;51;336;108;5;2.075;518;2.012;7.969;1.390;652;2.928;1.248;4.355;1.491;1.837;4.910;131;0;32.696;54;100;156;228;12;44;167;366;68;494;199;11;3.143;917;3.887;10.175;1.929;858;5.589;2.744;8.380;3.091;5.005;15.593;246;0;63.456;49;49;125;156;4;33;81;174;35;387;159;4;1.636;996;2.746;4.115;892;913;3.021;1.995;4.843;2.118;3.878;23.102;172;0;51.683;29;23;91;73;0;18;31;56;14;155;95;0;631;768;1.361;1.494;303;315;1.041;1.072;2.120;953;2.993;16.392;139;0;30.167;3;0;2;0;0;0;1;4;0;2;0;0;17;19;33;43;19;4;34;36;143;46;170;1.067;8;1.651;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;185;275;527;785;22;126;494;943;199;1.646;634;25;9.409;3.633;11.564;32.706;5.643;3.202;14.456;7.835;23.392;8.561;14.672;62.378;800;0;204.112
280030:Aracaju - SE;0;0;0;2;0;0;0;0;0;0;2;0;0;0;1;5;3;0;0;0;0;0;0;0;0;13;1;1;1;19;0;0;2;2;1;6;23;0;13;0;29;250;10;10;14;15;141;5;13;0;1;557;101;147;152;310;32;10;103;209;21;138;436;10;558;154;2.439;7.251;924;383;2.543;839;3.037;1.165;817;2.504;149;0;24.432;236;144;180;295;29;4;80;216;26;170;451;2;595;475;2.759;6.758;1.163;601;3.617;1.334;3.036;1.956;1.619;5.129;178;0;31.053;329;257;191;278;31;26;215;305;45;238;821;3;965;711;4.478;8.026;1.502;668;6.179;2.467;4.631;3.420;3.498;13.139;396;0;52.819;496;192;133;103;20;9;74;231;13;111;739;0;470;871;3.488;3.403;664;939;3.357;1.756;3.061;2.368;2.131;21.310;497;0;46.436;634;111;55;16;9;4;39;70;6;29;239;0;167;729;2.216;906;216;341;1.292;924;1.448;1.051;936;15.360;602;0;27.400;13;9;1;0;0;0;3;8;0;2;10;0;3;50;74;21;9;2;47;22;64;54;60;920;46;1.418;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.811;861;713;1.023;121;53;516;1.041;112;694;2.721;15;2.771;2.990;15.484;26.620;4.491;2.944;17.049;7.357;15.418;10.019;9.074;58.362;1.869;0;184.129
292740:Salvador - BA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;5;1;9;0;1;0;0;47;2;0;2;12;1;0;4;8;0;7;7;0;14;202;30;695;39;46;102;72;669;24;89;16;0;2.041;183;187;488;178;118;30;286;436;92;443;693;4;1.380;461;6.725;23.987;3.034;1.542;19.394;4.754;11.521;3.218;2.125;7.375;157;2;88.813;433;273;559;305;120;60;389;660;166;649;835;12;1.913;991;8.539;24.619;4.018;2.335;22.040;6.752;14.008;8.067;4.972;19.347;231;0;122.293;589;377;591;339;142;97;551;896;166;926;1.446;20;2.782;1.848;14.742;29.491;6.113;3.097;30.912;13.854;23.707;14.422;11.491;55.039;404;0;214.042;1.202;221;323;172;97;52;277;697;108;672;1.163;8;1.478;2.801;11.093;13.742;3.384;3.677;18.259;11.073;15.439;8.698;8.711;67.212;320;0;170.879;1.039;157;196;95;48;42;102;390;37;288;709;4;502;2.951;7.343;5.118;1.359;1.423;8.579;5.750;6.995;2.998;5.082;61.500;204;0;112.911;23;4;5;0;0;1;8;30;4;13;17;0;17;62;355;239;71;49;493;207;448;163;585;6.156;14;8.964;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;3;3.471;1.219;2.164;1.101;526;282;1.617;3.117;573;2.998;4.870;48;8.086;9.316;48.827;97.923;18.018;12.169;99.785;42.463;72.797;37.590;33.056;216.645;1.330;2;719.993
310620:Belo Horizonte - MG;0;0;0;0;0;0;0;0;1;1;1;0;0;0;3;23;6;0;2;0;4;0;1;0;0;42;1;6;44;21;19;15;27;43;26;32;47;8;172;9;345;2.142;364;30;784;117;6.387;85;89;36;35;10.884;122;311;2.271;1.044;620;792;580;1.786;1.009;1.287;1.645;232;4.097;768;20.149;42.710;6.083;2.993;51.098;8.443;23.923;5.298;3.102;13.520;736;0;194.619;332;422;2.700;1.043;446;691;567;1.769;945;1.294;1.516;173;3.745;1.903;19.204;31.351;6.012;4.550;41.308;10.327;23.742;9.756;5.501;37.582;691;0;207.570;554;648;4.468;1.382;524;885;861;2.441;1.324;1.726;2.918;392;5.521;7.021;31.856;36.074;7.803;6.997;53.928;17.673;38.090;15.435;11.408;94.377;1.155;0;345.461;374;440;3.263;849;262;421;519;1.471;811;1.010;2.368;351;3.363;8.612;24.203;18.802;4.250;7.801;35.199;13.393;29.192;10.585;10.229;123.437;828;0;302.033;291;194;1.622;484;141;186;324;771;320;419;1.378;120;1.364;5.520;18.010;8.631;1.786;3.077;19.905;6.882;16.105;5.914;6.594;92.985;517;0;193.540;21;5;61;20;5;19;14;71;16;19;43;15;55;61;915;451;110;104;1.390;309;1.158;329;480;5.453;37;11.161;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;1;6;1.695;2.026;14.429;4.843;2.017;3.009;2.892;8.352;4.452;5.788;9.916;1.291;18.317;23.894;114.685;140.184;26.414;25.552;203.617;57.144;138.601;47.402;37.404;367.392;4.000;0;1.265.316
320530:Vitória - ES;0;0;0;0;0;0;0;3;0;0;0;0;1;0;10;21;3;0;4;1;14;7;3;0;0;67;5;0;0;1;0;0;2;45;2;2;3;0;54;0;138;604;62;22;143;169;1.029;123;66;0;1;2.471;242;7;60;55;3;25;39;337;95;147;81;0;835;409;2.608;8.170;784;775;4.643;2.063;5.259;1.476;843;3.140;25;0;32.121;639;11;75;73;4;26;41;438;71;208;80;0;633;541;2.538;5.856;887;939;5.417;3.302;4.571;2.172;1.802;5.995;53;0;36.372;936;23;74;127;8;33;49;659;82;332;138;0;992;863;4.071;6.516;1.211;1.169;7.641;4.458;6.976;2.953;3.487;16.177;126;0;59.101;757;13;56;52;4;13;19;389;37;153;129;2;648;789;3.427;3.204;565;1.841;5.105;2.913;5.870;1.538;3.265;23.375;273;0;54.437;426;6;57;33;2;12;16;216;15;64;72;0;256;644;2.980;1.341;275;737;2.890;1.539;3.544;663;2.407;15.113;326;0;33.634;5;0;0;1;0;0;2;9;1;0;2;0;5;16;114;62;31;11;184;36;195;48;143;838;17;1.720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.010;60;322;342;21;109;168;2.096;303;906;505;2;3.424;3.262;15.886;25.774;3.818;5.494;26.027;14.481;27.458;8.980;12.016;64.638;821;0;219.923
330455:Rio de Janeiro - RJ;0;2;7;2;0;1;0;1;1;4;0;0;1;1;8;12;2;0;29;2;14;0;0;0;0;87;1;33;109;56;18;21;10;107;46;189;77;0;119;60;220;1.681;186;120;640;265;3.918;24;66;6;6;7.978;843;577;1.847;1.495;415;1.097;480;2.254;1.465;2.672;3.842;114;5.660;2.724;13.223;73.844;10.411;7.342;59.366;15.529;47.996;9.310;8.027;14.542;246;0;285.321;3.084;782;2.676;2.453;680;1.358;505;3.480;2.159;4.290;3.773;131;6.847;3.972;16.317;65.259;13.659;12.877;72.080;25.142;46.962;17.017;14.099;32.202;262;0;352.066;4.922;1.570;4.399;3.663;1.387;1.860;827;6.017;3.615;8.083;5.927;190;11.449;7.097;27.873;81.216;21.029;19.429;110.411;45.923;73.581;26.712;27.074;113.034;444;0;607.732;4.411;1.251;3.832;2.937;1.372;2.103;739;4.840;2.791;6.510;4.906;172;8.107;9.456;19.991;47.174;13.228;15.959;78.003;38.586;56.809;18.332;26.712;149.536;378;0;518.135;4.584;679;2.319;1.908;816;1.811;466;3.012;1.295;3.282;3.139;109;3.607;9.084;15.915;24.329;6.937;7.942;47.122;27.062;36.922;11.332;20.682;127.005;355;0;361.714;189;43;130;102;44;74;40;183;50;222;143;22;197;629;868;1.590;423;266;4.287;1.467;3.871;981;2.254;10.519;41;28.635;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;3;22;0;30;18.034;4.937;15.319;12.616;4.732;8.325;3.067;19.894;11.422;25.252;21.807;738;35.987;33.023;94.416;295.105;65.875;63.935;371.939;153.977;270.074;83.709;98.917;446.866;1.732;0;2.161.698
355030:São Paulo - SP;0;0;0;1;0;0;0;1;0;1;2;0;0;2;2;16;6;0;6;4;60;0;2;0;1;104;4;59;362;331;163;168;63;319;162;288;671;35;314;255;311;8.763;1.229;515;3.695;723;13.201;273;816;2;31;32.753;201;1.705;11.000;8.761;5.917;4.554;2.073;9.753;6.040;11.966;20.912;481;14.990;2.435;38.692;169.539;40.641;29.614;195.312;38.807;84.840;22.933;12.770;29.178;807;0;763.921;381;2.025;11.436;9.933;6.329;5.458;2.202;11.569;6.215;17.384;18.537;347;17.036;4.092;39.139;127.491;42.273;42.220;171.700;52.050;75.856;37.321;19.417;71.942;796;0;793.149;604;3.606;18.908;15.323;9.688;8.442;3.770;18.662;9.368;31.226;30.500;560;28.189;10.324;68.297;157.911;60.823;55.926;229.178;84.838;124.229;63.044;38.577;222.850;1.505;0;1.296.348;593;2.523;14.505;11.813;6.797;5.878;2.303;11.692;6.185;18.267;21.060;389;16.147;9.583;47.730;80.613;33.308;33.148;126.097;60.275;82.051;43.289;34.815;313.962;1.067;0;984.090;470;1.381;8.270;6.626;3.324;2.810;1.425;5.336;3.001;7.579;10.516;247;6.302;6.403;30.762;38.316;15.765;11.929;56.378;31.262;43.146;23.744;21.846;246.115;737;0;583.690;35;61;401;322;156;116;83;349;163;377;437;20;294;279;1.466;2.323;867;319;3.627;1.509;3.210;1.478;2.343;14.700;75;35.010;0;0;0;0;0;0;0;0;0;0;2;0;7;1;1;0;0;0;0;11;2.288;11.360;64.882;53.110;32.374;27.426;11.919;57.681;31.134;87.088;102.635;2.079;83.272;33.373;226.399;584.974;194.912;173.671;786.000;269.469;426.594;192.082;130.586;898.749;5.019;0;4.489.076
410690:Curitiba - PR;0;0;0;1;2;1;0;2;0;1;0;0;1;12;0;34;2;1;8;2;6;2;2;6;0;83;2;20;70;246;86;205;40;157;63;81;54;0;309;124;63;3.173;252;104;1.011;282;2.567;264;161;123;19;9.476;14;342;1.810;2.917;1.538;2.138;802;2.604;815;1.590;742;25;4.169;1.600;4.077;36.034;4.251;3.043;20.951;6.367;14.967;4.721;3.382;5.065;232;0;124.196;21;291;1.606;3.789;1.581;2.672;798;2.693;921;1.470;533;9;4.369;2.664;4.224;24.816;3.949;4.734;19.179;7.573;12.811;6.112;5.476;14.124;238;0;126.653;46;596;2.331;5.111;1.853;4.029;1.529;3.772;1.318;2.174;960;23;6.058;4.136;8.214;31.224;5.641;6.969;27.522;12.846;23.387;9.666;10.801;47.893;425;0;218.524;57;433;1.331;2.660;1.038;2.754;1.211;1.882;767;1.424;830;17;3.218;6.332;6.899;17.642;2.957;6.411;17.262;9.333;18.880;8.779;9.135;61.953;313;0;183.518;48;230;610;954;330;865;629;749;324;637;523;5;1.085;3.207;4.957;8.564;1.310;1.959;9.455;5.431;10.770;6.534;5.127;39.590;237;0;104.130;7;11;25;18;8;23;51;31;19;32;18;0;31;55;228;418;58;44;552;288;684;417;407;1.777;15;5.217;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;195;1.923;7.783;15.696;6.436;12.687;5.060;11.890;4.227;7.409;3.660;79;19.240;18.130;28.662;121.905;18.420;23.265;95.940;42.123;84.072;36.495;34.491;170.531;1.479;0;771.798
420540:Florianópolis - SC;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0;1;0;14;0;0;0;0;28;0;1;3;8;13;0;6;13;3;11;3;1;55;13;14;638;26;12;210;31;1.226;20;46;0;5;2.358;6;28;34;143;190;8;79;279;106;61;85;1;490;249;810;9.942;521;760;7.561;1.688;6.446;973;750;4.387;48;0;35.645;7;34;45;144;281;7;54;295;114;63;70;3;409;617;866;7.274;512;1.208;7.287;2.241;5.325;1.247;1.516;10.303;51;0;39.973;31;41;51;144;240;14;111;426;125;71;122;3;675;1.182;1.483;8.133;634;1.465;9.820;3.567;7.241;1.726;3.426;24.973;64;0;65.768;13;26;28;56;57;13;57;248;72;27;91;2;422;1.631;992;3.960;314;1.529;6.273;2.577;5.604;872;4.128;34.185;59;0;63.236;13;14;19;12;13;1;35;76;36;8;74;1;179;1.204;695;1.704;124;526;3.270;1.680;3.306;526;3.031;19.266;55;0;35.868;3;1;2;0;1;0;2;5;2;2;3;0;4;24;27;67;7;15;171;66;177;21;116;656;4;1.376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;73;145;182;507;796;43;344;1.342;458;243;448;11;2.234;4.920;4.887;31.730;2.138;5.515;34.593;11.850;29.339;5.385;13.013;93.771;286;0;244.253
