Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;{ñ class};Total;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;{ñ class};Total;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;{ñ class};Total
110020:Porto Velho - RO;Total;57;500;323;48;4;49;564;252;91;89;46;0;1.587;1.686;5.911;9.076;2.747;566;6.929;3.399;3.233;568;2.419;30.974;766;0;71.884;10;51;29;4;0;5;94;132;44;26;158;0;646;438;634;6.783;1.083;569;1.826;835;4.099;1.799;2.629;36.376;225;0;58.495;67;551;352;52;4;54;658;384;135;115;204;0;2.233;2.124;6.545;15.859;3.830;1.135;8.755;4.234;7.332;2.367;5.048;67.350;991;0;130.379
;01:0,51 a 1,00;0;8;30;112;26;50;26;73;17;90;22;1;125;170;246;1.288;103;51;1.252;321;1.530;102;474;321;19;0;6.457;1;7;16;116;21;24;15;60;33;37;43;0;212;49;59;1.601;117;82;3.194;161;3.855;247;801;243;13;0;11.007;1;15;46;228;47;74;41;133;50;127;65;1;337;219;305;2.889;220;133;4.446;482;5.385;349;1.275;564;32;0;17.464
;02:1,01 a 1,50;15;351;291;175;149;382;847;833;408;871;323;13;1.609;665;4.448;19.142;2.669;211;8.828;4.588;10.237;576;1.198;969;460;0;60.258;4;52;116;105;240;107;272;926;568;1.207;1.316;11;4.411;147;471;28.606;2.266;698;15.535;1.956;27.330;5.464;3.876;4.677;108;0;100.469;19;403;407;280;389;489;1.119;1.759;976;2.078;1.639;24;6.020;812;4.919;47.748;4.935;909;24.363;6.544;37.567;6.040;5.074;5.646;568;0;160.727
;03:1,51 a 2,00;35;469;1.961;1.272;704;807;1.130;1.426;498;1.106;210;17;1.924;1.304;5.812;16.004;2.956;271;8.827;7.046;6.315;981;1.431;1.534;241;0;64.281;4;27;508;905;1.052;158;268;963;459;604;574;6;1.846;173;425;12.750;1.482;803;7.300;1.873;10.325;5.385;3.413;7.352;48;0;58.703;39;496;2.469;2.177;1.756;965;1.398;2.389;957;1.710;784;23;3.770;1.477;6.237;28.754;4.438;1.074;16.127;8.919;16.640;6.366;4.844;8.886;289;0;122.984
;04:2,01 a 3,00;49;531;2.367;2.671;1.132;1.746;1.102;1.851;603;915;350;15;1.810;2.387;9.283;13.214;2.515;688;20.985;8.666;5.063;1.506;2.243;7.424;264;0;89.380;4;32;317;774;752;290;138;701;315;311;247;4;1.242;691;364;8.227;1.065;1.618;5.694;1.901;4.641;5.612;3.516;25.709;44;0;64.209;53;563;2.684;3.445;1.884;2.036;1.240;2.552;918;1.226;597;19;3.052;3.078;9.647;21.441;3.580;2.306;26.679;10.567;9.704;7.118;5.759;33.133;308;0;153.589
;05:3,01 a 4,00;21;172;757;2.615;436;1.654;399;1.019;276;437;163;5;1.198;1.218;2.844;5.545;989;1.288;5.869;6.007;2.044;798;1.379;7.738;72;0;44.943;0;20;95;336;157;222;64;367;68;149;60;0;743;312;175;3.115;491;1.841;2.247;804;1.901;1.975;1.907;23.197;10;0;40.256;21;192;852;2.951;593;1.876;463;1.386;344;586;223;5;1.941;1.530;3.019;8.660;1.480;3.129;8.116;6.811;3.945;2.773;3.286;30.935;82;0;85.199
;06:4,01 a 5,00;5;49;379;1.753;210;1.712;163;690;136;255;105;0;759;1.078;1.065;2.709;526;1.000;2.360;2.297;1.057;748;1.137;15.452;35;0;35.680;0;16;42;178;96;133;34;266;36;88;24;0;350;291;115;1.472;313;1.459;1.211;370;1.288;2.589;1.404;13.493;8;0;25.276;5;65;421;1.931;306;1.845;197;956;172;343;129;0;1.109;1.369;1.180;4.181;839;2.459;3.571;2.667;2.345;3.337;2.541;28.945;43;0;60.956
;07:5,01 a 7,00;5;53;344;1.269;296;1.776;137;767;232;264;51;3;752;2.238;1.042;2.342;575;1.639;2.551;1.462;1.073;1.664;1.451;14.371;48;0;36.405;4;9;35;203;105;146;42;303;46;101;14;1;287;550;106;1.211;329;2.047;1.401;544;1.259;2.819;1.778;12.629;10;0;25.979;9;62;379;1.472;401;1.922;179;1.070;278;365;65;4;1.039;2.788;1.148;3.553;904;3.686;3.952;2.006;2.332;4.483;3.229;27.000;58;0;62.384
;08:7,01 a 10,00;3;31;203;994;266;1.126;98;453;151;193;38;1;665;2.276;713;1.213;462;1.756;2.082;972;952;880;1.376;5.984;22;0;22.910;3;5;25;216;86;135;28;193;46;74;18;0;208;472;114;493;215;1.646;1.132;430;855;1.584;1.484;8.145;7;0;17.614;6;36;228;1.210;352;1.261;126;646;197;267;56;1;873;2.748;827;1.706;677;3.402;3.214;1.402;1.807;2.464;2.860;14.129;29;0;40.524
;09:10,01 a 15,00;5;21;94;820;271;903;61;313;78;176;17;0;322;2.019;312;658;384;2.011;1.295;789;539;682;1.113;3.892;12;0;16.787;6;3;8;166;46;144;15;156;24;50;7;0;113;290;61;212;122;1.264;617;253;345;746;998;3.108;4;0;8.758;11;24;102;986;317;1.047;76;469;102;226;24;0;435;2.309;373;870;506;3.275;1.912;1.042;884;1.428;2.111;7.000;16;0;25.545
;10:15,01 a 20,00;2;4;25;344;131;438;36;93;31;104;7;0;151;627;116;194;221;930;544;320;241;558;1.048;2.988;3;0;9.156;2;1;4;58;9;50;7;42;18;11;0;0;42;94;13;36;54;422;195;62;146;516;754;1.858;2;0;4.396;4;5;29;402;140;488;43;135;49;115;7;0;193;721;129;230;275;1.352;739;382;387;1.074;1.802;4.846;5;0;13.552
;11:Mais de 20,00;19;15;16;408;152;344;31;128;85;152;7;0;150;835;123;216;305;1.150;671;379;256;118;620;5.800;20;0;12.000;5;1;1;37;15;21;4;69;21;11;3;0;33;96;10;29;38;277;158;42;56;94;288;3.243;1;0;4.553;24;16;17;445;167;365;35;197;106;163;10;0;183;931;133;245;343;1.427;829;421;312;212;908;9.043;21;0;16.553
;{ñ class};3;42;123;150;45;273;122;129;40;130;12;1;91;119;716;746;142;43;777;742;507;101;227;165;23;0;5.469;0;3;24;17;38;42;17;67;34;44;48;1;180;24;14;714;70;63;725;119;1.446;737;362;202;1;0;4.992;3;45;147;167;83;315;139;196;74;174;60;2;271;143;730;1.460;212;106;1.502;861;1.953;838;589;367;24;0;10.461
420540:Florianópolis - SC;Total;65;125;144;375;529;38;260;799;303;128;67;7;662;3.914;4.265;15.567;1.253;2.721;20.240;9.258;12.528;1.142;5.851;43.511;235;0;123.987;8;20;38;132;267;5;84;543;155;115;381;4;1.572;1.006;622;16.163;885;2.794;14.353;2.592;16.811;4.243;7.162;50.260;51;0;120.266;73;145;182;507;796;43;344;1.342;458;243;448;11;2.234;4.920;4.887;31.730;2.138;5.515;34.593;11.850;29.339;5.385;13.013;93.771;286;0;244.253
;00:Até 0,50;0;0;0;2;2;0;0;5;1;0;0;0;0;1;2;91;0;3;24;5;213;13;29;2;0;0;393;0;0;0;2;3;0;0;7;0;2;0;0;0;1;1;80;0;4;114;2;246;16;45;16;0;0;539;0;0;0;4;5;0;0;12;1;2;0;0;0;2;3;171;0;7;138;7;459;29;74;18;0;0;932
;01:0,51 a 1,00;0;2;2;5;9;0;5;10;1;1;1;0;18;17;22;248;17;21;371;173;487;15;161;333;5;0;1.924;0;2;8;0;4;0;6;11;1;1;4;0;72;5;13;347;33;12;871;102;1.214;100;294;512;7;0;3.619;0;4;10;5;13;0;11;21;2;2;5;0;90;22;35;595;50;33;1.242;275;1.701;115;455;845;12;0;5.543
;02:1,01 a 1,50;1;45;48;53;47;6;67;82;73;42;21;5;257;44;691;1.854;128;81;3.210;622;3.939;69;245;642;78;0;12.350;2;7;13;39;84;1;20;91;29;32;144;2;1.205;6;101;1.952;97;87;5.078;195;7.117;542;710;1.322;27;0;18.903;3;52;61;92;131;7;87;173;102;74;165;7;1.462;50;792;3.806;225;168;8.288;817;11.056;611;955;1.964;105;0;31.253
;03:1,51 a 2,00;5;37;51;47;44;4;84;131;91;25;24;0;188;165;1.079;7.075;484;92;5.322;1.216;2.704;160;303;777;50;0;20.158;1;4;9;30;29;1;29;106;51;18;159;1;153;20;136;8.348;342;249;3.908;567;3.277;1.322;611;2.451;9;0;21.831;6;41;60;77;73;5;113;237;142;43;183;1;341;185;1.215;15.423;826;341;9.230;1.783;5.981;1.482;914;3.228;59;0;41.989
;04:2,01 a 3,00;18;32;27;83;90;8;75;187;66;22;14;2;150;518;1.235;3.631;274;241;5.939;2.150;2.300;306;409;2.145;61;0;19.983;3;6;6;29;58;0;24;120;41;23;36;1;70;124;135;3.690;210;400;2.050;780;2.006;1.218;737;6.859;5;0;18.631;21;38;33;112;148;8;99;307;107;45;50;3;220;642;1.370;7.321;484;641;7.989;2.930;4.306;1.524;1.146;9.004;66;0;38.614
;05:3,01 a 4,00;16;1;7;62;68;10;13;127;23;7;5;0;28;407;479;1.152;114;361;1.651;1.878;838;173;490;4.957;26;0;12.893;1;0;1;14;29;2;4;77;6;10;14;0;31;127;66;795;84;473;707;213;694;401;706;6.961;2;0;11.418;17;1;8;76;97;12;17;204;29;17;19;0;59;534;545;1.947;198;834;2.358;2.091;1.532;574;1.196;11.918;28;0;24.311
;06:4,01 a 5,00;10;1;5;34;62;7;3;72;10;5;0;0;8;323;178;536;70;249;696;831;435;94;547;11.017;2;0;15.195;0;0;1;10;10;1;0;34;7;7;6;0;6;86;40;301;36;322;334;139;380;246;776;7.806;0;0;10.548;10;1;6;44;72;8;3;106;17;12;6;0;14;409;218;837;106;571;1.030;970;815;340;1.323;18.823;2;0;25.743
;07:5,01 a 7,00;8;0;1;43;49;0;4;71;12;8;1;0;2;397;195;383;60;382;841;597;413;215;802;8.613;5;0;13.102;0;1;0;5;19;0;1;41;9;7;1;0;2;90;51;225;30;396;380;188;408;190;1.023;12.171;0;0;15.238;8;1;1;48;68;0;5;112;21;15;2;0;4;487;246;608;90;778;1.221;785;821;405;1.825;20.784;5;0;28.340
;08:7,01 a 10,00;1;0;0;23;79;2;1;46;12;6;1;0;1;522;133;221;29;383;767;525;465;45;744;4.714;0;0;8.720;0;0;0;1;18;0;0;25;9;9;0;0;0;205;34;103;24;375;315;200;536;69;769;5.078;0;0;7.770;1;0;0;24;97;2;1;71;21;15;1;0;1;727;167;324;53;758;1.082;725;1.001;114;1.513;9.792;0;0;16.490
;09:10,01 a 15,00;1;0;0;15;54;0;0;27;9;5;0;0;0;604;53;80;19;469;504;422;262;18;824;3.253;0;0;6.619;0;0;0;0;9;0;0;8;1;2;0;0;0;207;18;36;11;303;138;87;231;20;705;2.656;0;0;4.432;1;0;0;15;63;0;0;35;10;7;0;0;0;811;71;116;30;772;642;509;493;38;1.529;5.909;0;0;11.051
;10:15,01 a 20,00;0;0;0;2;17;0;0;6;1;2;0;0;0;387;21;28;15;206;233;243;111;10;808;2.710;0;0;4.800;1;0;0;0;2;0;0;1;0;2;0;0;0;72;7;9;5;106;49;39;57;7;536;1.261;0;0;2.154;1;0;0;2;19;0;0;7;1;4;0;0;0;459;28;37;20;312;282;282;168;17;1.344;3.971;0;0;6.954
;11:Mais de 20,00;0;0;0;4;7;0;0;7;0;3;0;0;0;476;11;28;28;212;223;221;91;4;412;3.849;0;0;5.576;0;0;0;0;0;0;0;4;0;0;0;0;0;45;3;4;3;42;26;23;17;2;147;1.937;0;0;2.253;0;0;0;4;7;0;0;11;0;3;0;0;0;521;14;32;31;254;249;244;108;6;559;5.786;0;0;7.829
;{ñ class};5;7;3;2;1;1;8;28;4;2;0;0;10;53;166;240;15;21;459;375;270;20;77;499;8;0;2.274;0;0;0;2;2;0;0;18;1;2;17;0;33;18;17;273;10;25;383;57;628;110;103;1.230;1;0;2.930;5;7;3;4;3;1;8;46;5;4;17;0;43;71;183;513;25;46;842;432;898;130;180;1.729;9;0;5.204
431490:Porto Alegre - RS;Total;287;575;3.606;4.392;2.728;4.261;941;4.792;2.019;3.201;698;39;5.115;5.861;26.129;48.630;11.143;13.077;51.100;29.666;28.583;10.926;9.969;74.052;1.141;0;342.931;37;241;660;546;1.044;504;242;2.772;1.013;1.999;1.990;86;6.068;1.801;2.237;42.591;6.016;12.471;33.449;7.868;37.601;30.885;14.631;124.278;303;0;331.333;324;816;4.266;4.938;3.772;4.765;1.183;7.564;3.032;5.200;2.688;125;11.183;7.662;28.366;91.221;17.159;25.548;84.549;37.534;66.184;41.811;24.600;198.330;1.444;0;674.264
;00:Até 0,50;0;1;25;8;13;21;0;91;10;29;7;0;14;7;118;245;13;9;182;80;416;6;110;10;0;0;1.415;0;1;1;1;5;3;3;103;7;8;5;3;18;1;22;220;9;9;516;26;248;45;34;9;4;0;1.301;0;2;26;9;18;24;3;194;17;37;12;3;32;8;140;465;22;18;698;106;664;51;144;19;4;0;2.716
;01:0,51 a 1,00;3;10;15;53;63;51;5;130;29;39;7;0;94;78;383;1.610;101;68;1.115;404;1.666;75;211;1.375;21;0;7.606;2;1;7;13;11;7;7;87;18;21;31;2;261;80;202;1.583;195;107;3.061;161;3.708;397;528;294;18;0;10.802;5;11;22;66;74;58;12;217;47;60;38;2;355;158;585;3.193;296;175;4.176;565;5.374;472;739;1.669;39;0;18.408
;02:1,01 a 1,50;18;162;159;126;182;103;212;846;282;428;177;28;1.097;398;4.684;13.233;2.194;271;10.767;3.005;7.622;496;647;2.548;355;0;50.040;4;113;76;53;155;49;55;501;215;475;865;28;3.121;237;479;17.062;1.723;633;12.092;1.197;15.238;3.135;2.411;8.845;126;0;68.888;22;275;235;179;337;152;267;1.347;497;903;1.042;56;4.218;635;5.163;30.295;3.917;904;22.859;4.202;22.860;3.631;3.058;11.393;481;0;118.928
;03:1,51 a 2,00;29;137;769;526;402;195;190;770;279;837;197;7;1.402;620;7.774;13.401;2.616;363;10.552;4.720;6.092;998;809;5.464;265;0;59.414;2;36;120;77;270;63;59;565;243;604;633;21;1.179;25;456;11.531;1.497;917;6.161;1.363;7.367;4.160;1.569;20.660;35;0;59.613;31;173;889;603;672;258;249;1.335;522;1.441;830;28;2.581;645;8.230;24.932;4.113;1.280;16.713;6.083;13.459;5.158;2.378;26.124;300;0;119.027
;04:2,01 a 3,00;75;119;894;1.072;644;654;321;1.030;435;642;168;3;1.055;682;6.840;10.014;2.689;630;14.797;8.243;4.205;2.305;1.351;12.858;192;0;71.918;6;40;114;164;233;59;45;507;216;330;258;18;455;170;441;6.203;1.169;998;5.125;2.126;3.892;6.678;2.232;40.783;31;0;72.293;81;159;1.008;1.236;877;713;366;1.537;651;972;426;21;1.510;852;7.281;16.217;3.858;1.628;19.922;10.369;8.097;8.983;3.583;53.641;223;0;144.211
;05:3,01 a 4,00;42;59;492;930;363;950;103;609;230;298;55;0;494;638;2.602;4.015;1.075;976;4.780;5.654;1.982;1.535;1.096;9.975;97;0;39.050;6;17;69;86;136;77;30;270;94;143;67;6;300;226;216;2.680;547;1.143;1.882;904;1.702;4.271;1.425;14.837;27;0;31.161;48;76;561;1.016;499;1.027;133;879;324;441;122;6;794;864;2.818;6.695;1.622;2.119;6.662;6.558;3.684;5.806;2.521;24.812;124;0;70.211
;06:4,01 a 5,00;31;30;331;621;223;594;37;311;167;160;26;1;265;578;1.150;1.917;631;905;2.053;1.802;1.092;986;955;5.712;38;0;20.616;3;9;47;38;70;71;10;168;54;77;24;6;127;116;114;992;286;1.037;1.052;471;1.159;3.014;1.209;6.772;11;0;16.937;34;39;378;659;293;665;47;479;221;237;50;7;392;694;1.264;2.909;917;1.942;3.105;2.273;2.251;4.000;2.164;12.484;49;0;37.553
;07:5,01 a 7,00;32;18;319;487;312;575;28;375;252;202;15;0;278;1.004;970;1.498;558;1.741;2.053;1.765;1.357;1.405;1.250;9.988;44;0;26.526;4;14;48;46;73;51;15;241;74;102;19;1;97;236;137;940;255;1.949;1.197;562;1.469;3.050;1.625;9.633;17;0;21.855;36;32;367;533;385;626;43;616;326;304;34;1;375;1.240;1.107;2.438;813;3.690;3.250;2.327;2.826;4.455;2.875;19.621;61;0;48.381
;08:7,01 a 10,00;19;11;232;228;259;445;12;245;156;162;13;0;141;701;558;974;409;2.016;1.563;1.365;1.443;998;982;8.123;26;0;21.081;2;4;64;38;48;56;10;141;38;82;12;0;70;272;87;511;157;2.204;812;448;1.215;2.696;1.233;7.849;10;0;18.059;21;15;296;266;307;501;22;386;194;244;25;0;211;973;645;1.485;566;4.220;2.375;1.813;2.658;3.694;2.215;15.972;36;0;39.140
;09:10,01 a 15,00;11;11;120;140;152;376;6;174;84;134;7;0;88;529;252;592;345;2.534;1.211;887;996;760;851;6.223;26;0;16.509;5;3;65;18;23;40;4;62;23;72;5;0;46;235;29;262;83;1.959;538;248;677;1.717;924;5.749;5;0;12.792;16;14;185;158;175;416;10;236;107;206;12;0;134;764;281;854;428;4.493;1.749;1.135;1.673;2.477;1.775;11.972;31;0;29.301
;10:15,01 a 20,00;5;9;51;57;44;134;3;57;37;87;3;0;22;242;86;199;146;1.429;509;357;356;390;788;4.280;13;0;9.304;0;1;22;4;7;10;0;28;11;27;0;0;12;107;8;55;37;763;198;103;192;573;744;3.489;2;0;6.393;5;10;73;61;51;144;3;85;48;114;3;0;34;349;94;254;183;2.192;707;460;548;963;1.532;7.769;15;0;15.697
;11:Mais de 20,00;13;2;146;56;47;124;6;75;48;141;2;0;73;328;90;296;258;2.006;683;322;358;786;744;7.462;31;0;14.097;2;0;21;4;3;8;0;32;10;20;0;0;10;88;5;73;22;580;184;60;153;492;513;5.304;2;0;7.586;15;2;167;60;50;132;6;107;58;161;2;0;83;416;95;369;280;2.586;867;382;511;1.278;1.257;12.766;33;0;21.683
;{ñ class};9;6;53;88;24;39;18;79;10;42;21;0;92;56;622;636;108;129;835;1.062;998;186;175;34;33;0;5.355;1;2;6;4;10;10;4;67;10;38;71;1;372;8;41;479;36;172;631;199;581;657;184;54;15;0;3.653;10;8;59;92;34;49;22;146;20;80;92;1;464;64;663;1.115;144;301;1.466;1.261;1.579;843;359;88;48;0;9.008
500270:Campo Grande - MS;Total;76;549;856;427;53;198;583;821;839;701;354;12;4.367;1.645;15.738;22.755;3.864;1.801;12.158;9.288;7.868;3.420;4.833;30.358;3.752;0;127.316;15;48;190;60;10;18;104;440;135;188;1.541;1;2.000;500;1.499;13.895;1.131;2.011;6.300;1.748;12.896;7.834;6.856;40.566;788;0;100.774;91;597;1.046;487;63;216;687;1.261;974;889;1.895;13;6.367;2.145;17.237;36.650;4.995;3.812;18.458;11.036;20.764;11.254;11.689;70.924;4.540;0;228.090
;00:Até 0,50;0;0;0;0;0;0;0;0;1;1;0;0;3;1;14;10;0;0;13;13;31;2;33;38;1;0;161;0;0;0;0;0;0;0;1;0;0;0;0;2;1;3;18;1;1;33;7;62;8;26;153;4;0;320;0;0;0;0;0;0;0;1;1;1;0;0;5;2;17;28;1;1;46;20;93;10;59;191;5;0;481
;01:0,51 a 1,00;0;12;16;4;0;2;11;22;16;7;9;1;58;24;430;478;55;16;204;154;449;25;220;182;46;0;2.441;1;2;2;0;0;0;1;20;4;2;150;0;59;29;134;426;49;26;213;73;975;125;376;436;39;0;3.142;1;14;18;4;0;2;12;42;20;9;159;1;117;53;564;904;104;42;417;227;1.424;150;596;618;85;0;5.583
;02:1,01 a 1,50;18;254;318;93;15;80;233;257;247;253;201;10;1.479;54;5.547;9.916;1.334;106;4.018;1.646;3.482;486;695;1.497;1.851;0;34.090;7;16;122;28;4;12;66;178;45;118;1.255;1;1.172;15;783;7.887;545;269;3.826;596;7.999;2.265;1.590;3.681;523;0;33.003;25;270;440;121;19;92;299;435;292;371;1.456;11;2.651;69;6.330;17.803;1.879;375;7.844;2.242;11.481;2.751;2.285;5.178;2.374;0;67.093
;03:1,51 a 2,00;15;139;221;139;14;50;191;190;203;216;73;1;1.247;188;4.218;5.543;759;107;4.273;1.960;1.386;628;556;1.581;940;0;24.838;3;13;40;5;2;3;17;81;28;32;75;0;453;33;250;2.810;216;190;980;321;1.358;2.159;872;5.282;90;0;15.313;18;152;261;144;16;53;208;271;231;248;148;1;1.700;221;4.468;8.353;975;297;5.253;2.281;2.744;2.787;1.428;6.863;1.030;0;40.151
;04:2,01 a 3,00;21;96;175;104;10;33;83;184;197;126;36;0;851;195;3.463;3.513;743;147;2.279;2.765;1.111;676;537;3.506;576;0;21.427;2;10;12;12;4;2;7;71;31;18;33;0;140;92;156;1.661;153;229;627;338;876;1.796;873;7.789;71;0;15.003;23;106;187;116;14;35;90;255;228;144;69;0;991;287;3.619;5.174;896;376;2.906;3.103;1.987;2.472;1.410;11.295;647;0;36.430
;05:3,01 a 4,00;9;20;63;24;3;18;32;78;68;39;10;0;264;177;813;1.426;384;243;455;1.277;473;259;398;4.989;153;0;11.675;1;2;5;4;0;1;6;44;10;6;7;0;66;55;51;514;67;315;191;125;539;466;504;5.932;20;0;8.931;10;22;68;28;3;19;38;122;78;45;17;0;330;232;864;1.940;451;558;646;1.402;1.012;725;902;10.921;173;0;20.606
;06:4,01 a 5,00;5;10;19;17;7;6;14;28;22;22;2;0;159;147;375;702;197;157;216;469;212;144;375;4.240;56;0;7.601;0;3;3;4;0;0;1;14;4;0;0;0;34;50;30;208;31;190;102;61;170;265;444;4.834;7;0;6.455;5;13;22;21;7;6;15;42;26;22;2;0;193;197;405;910;228;347;318;530;382;409;819;9.074;63;0;14.056
;07:5,01 a 7,00;5;6;21;23;2;3;4;24;36;9;14;0;131;256;386;527;150;282;224;329;246;837;600;4.596;48;0;8.759;1;1;0;5;0;0;0;12;6;6;4;0;32;64;41;167;33;268;115;69;231;304;681;4.770;16;0;6.826;6;7;21;28;2;3;4;36;42;15;18;0;163;320;427;694;183;550;339;398;477;1.141;1.281;9.366;64;0;15.585
;08:7,01 a 10,00;1;3;9;13;2;4;2;12;15;10;4;0;69;232;172;287;102;253;167;199;165;113;491;3.347;21;0;5.693;0;1;4;2;0;0;0;6;6;2;4;0;10;63;30;58;19;236;59;65;223;99;592;3.828;10;0;5.317;1;4;13;15;2;4;2;18;21;12;8;0;79;295;202;345;121;489;226;264;388;212;1.083;7.175;31;0;11.010
;09:10,01 a 15,00;0;0;4;5;0;0;0;14;7;3;3;0;42;166;58;123;58;284;62;142;122;113;392;2.058;14;0;3.670;0;0;0;0;0;0;0;6;0;0;1;0;5;48;7;33;7;197;16;36;147;58;412;1.630;3;0;2.606;0;0;4;5;0;0;0;20;7;3;4;0;47;214;65;156;65;481;78;178;269;171;804;3.688;17;0;6.276
;10:15,01 a 20,00;0;0;1;1;0;0;0;3;1;8;1;0;8;119;18;44;29;94;29;55;52;41;289;1.321;6;0;2.120;0;0;0;0;0;0;0;0;0;0;1;0;2;33;2;5;4;53;14;15;28;31;289;640;0;0;1.117;0;0;1;1;0;0;0;3;1;8;2;0;10;152;20;49;33;147;43;70;80;72;578;1.961;6;0;3.237
;11:Mais de 20,00;0;0;0;1;0;1;0;3;0;6;0;0;22;76;3;27;25;104;32;46;38;40;133;2.829;1;0;3.387;0;0;0;0;0;0;0;1;0;0;0;0;1;13;4;1;1;24;8;9;17;26;85;1.105;0;0;1.295;0;0;0;1;0;1;0;4;0;6;0;0;23;89;7;28;26;128;40;55;55;66;218;3.934;1;0;4.682
;{ñ class};2;9;9;3;0;1;13;6;26;1;1;0;34;10;241;159;28;8;186;233;101;56;114;174;39;0;1.454;0;0;2;0;0;0;6;6;1;4;11;0;24;4;8;107;5;13;116;33;271;232;112;486;5;0;1.446;2;9;11;3;0;1;19;12;27;5;12;0;58;14;249;266;33;21;302;266;372;288;226;660;44;0;2.900
510340:Cuiabá - MT;Total;327;1.006;1.709;228;347;171;861;784;1.098;748;551;9;2.402;2.089;12.981;19.756;3.807;1.673;10.645;7.381;8.502;1.257;4.401;29.343;1.643;0;113.719;121;97;238;33;62;21;267;471;418;186;570;0;1.159;500;1.050;13.848;1.686;1.887;4.999;1.696;10.597;4.610;5.568;34.141;485;0;84.710;448;1.103;1.947;261;409;192;1.128;1.255;1.516;934;1.121;9;3.561;2.589;14.031;33.604;5.493;3.560;15.644;9.077;19.099;5.867;9.969;63.484;2.128;0;198.429
;00:Até 0,50;0;2;9;0;0;0;0;1;14;0;0;0;10;0;47;12;19;0;7;5;51;3;23;1;0;0;204;0;2;12;0;0;0;0;3;15;0;1;0;6;0;20;18;5;1;3;3;54;2;26;36;1;0;208;0;4;21;0;0;0;0;4;29;0;1;0;16;0;67;30;24;1;10;8;105;5;49;37;1;0;412
;01:0,51 a 1,00;5;19;32;24;4;3;35;14;15;8;14;0;45;6;389;410;47;5;218;112;416;13;137;139;130;0;2.240;2;4;14;8;1;0;13;32;0;0;15;0;46;3;65;337;36;17;327;53;712;40;142;225;37;0;2.129;7;23;46;32;5;3;48;46;15;8;29;0;91;9;454;747;83;22;545;165;1.128;53;279;364;167;0;4.369
;02:1,01 a 1,50;53;395;444;28;103;42;388;272;245;222;289;8;672;105;4.204;8.478;1.690;130;3.111;1.265;3.464;416;511;1.838;380;0;28.753;16;43;71;6;24;14;177;209;122;85;447;0;738;21;422;8.217;958;167;2.430;483;5.844;1.783;1.081;3.405;92;0;26.855;69;438;515;34;127;56;565;481;367;307;736;8;1.410;126;4.626;16.695;2.648;297;5.541;1.748;9.308;2.199;1.592;5.243;472;0;55.608
