Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;99:Outros, ignorados;{ñ class};Total;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;99:Outros, ignorados;{ñ class};Total;04:Indústria Mecânica;10:Indústria Química;11:Indústria Têxtil;13:Alimentos e Bebidas;15:Construção Civil;16:Comércio Varejista;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;24:Administração Pública;Total;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;99:Outros, ignorados;{ñ class};Total
;04:2,01 a 3,00;19;534;2.105;3.174;961;1.022;626;1.211;756;989;322;17;1.302;2.364;9.774;10.902;3.773;754;27.842;8.737;5.242;2.221;2.003;9.118;217;58;0;96.043;6;74;254;783;395;399;149;484;579;468;218;3;899;628;711;8.452;1.767;1.831;12.525;2.184;5.799;9.353;3.865;13.682;34;2;0;65.544;0;0;0;0;0;0;0;0;0;0;0;0;25;608;2.359;3.957;1.356;1.421;775;1.695;1.335;1.457;540;20;2.201;2.992;10.485;19.354;5.540;2.585;40.367;10.921;11.041;11.574;5.868;22.800;251;60;0;161.587
;05:3,01 a 4,00;18;171;911;2.255;312;1.214;205;720;375;500;116;3;797;1.720;3.390;4.033;1.317;764;7.373;5.219;1.949;1.489;1.562;6.952;174;10;1;43.550;0;25;108;380;109;441;53;228;202;198;63;2;424;533;312;3.038;872;1.451;5.289;933;2.322;4.194;2.366;24.963;37;0;0;48.543;0;0;0;0;0;0;0;0;0;0;0;0;18;196;1.019;2.635;421;1.655;258;948;577;698;179;5;1.221;2.253;3.702;7.071;2.189;2.215;12.662;6.152;4.271;5.683;3.928;31.915;211;10;1;92.093
;06:4,01 a 5,00;4;41;455;1.157;150;896;89;360;223;341;53;1;293;1.306;1.428;1.942;732;996;3.703;1.937;1.027;876;1.005;5.240;102;22;3;24.382;0;28;47;172;68;150;31;144;87;145;24;0;181;380;165;1.672;535;1.533;2.886;472;1.145;3.029;1.481;12.660;21;0;0;27.056;0;0;0;0;0;0;0;0;0;0;0;0;4;69;502;1.329;218;1.046;120;504;310;486;77;1;474;1.686;1.593;3.614;1.267;2.529;6.589;2.409;2.172;3.905;2.486;17.900;123;22;3;51.438
;07:5,01 a 7,00;1;38;395;1.238;209;1.172;69;312;232;306;27;1;440;1.855;1.062;1.636;856;1.324;4.271;1.185;1.055;710;1.330;22.635;238;13;3;42.613;1;10;38;212;83;183;35;115;86;126;17;0;177;364;195;1.272;521;1.747;3.062;469;1.047;1.926;1.763;24.479;158;0;0;38.086;0;0;0;0;0;0;0;0;0;0;0;0;2;48;433;1.450;292;1.355;104;427;318;432;44;1;617;2.219;1.257;2.908;1.377;3.071;7.333;1.654;2.102;2.636;3.093;47.114;396;13;3;80.699
;08:7,01 a 10,00;2;20;169;867;141;858;41;187;172;225;10;2;188;2.100;682;922;647;1.275;3.897;793;727;764;1.208;8.830;259;21;4;25.011;0;9;10;187;45;206;26;68;60;94;7;0;88;373;132;716;312;1.384;1.937;328;626;1.643;1.306;8.474;56;1;0;18.088;0;0;0;0;0;0;0;0;0;0;0;0;2;29;179;1.054;186;1.064;67;255;232;319;17;2;276;2.473;814;1.638;959;2.659;5.834;1.121;1.353;2.407;2.514;17.304;315;22;4;43.099
;09:10,01 a 15,00;1;13;94;561;106;650;40;76;102;127;3;0;69;1.378;514;642;565;1.107;2.845;574;554;367;1.603;5.923;217;26;1;18.158;0;6;9;108;34;130;13;24;31;49;5;0;65;320;76;584;195;914;1.161;245;462;592;1.437;4.833;50;0;0;11.343;0;0;0;0;0;0;0;0;0;0;0;0;1;19;103;669;140;780;53;100;133;176;8;0;134;1.698;590;1.226;760;2.021;4.006;819;1.016;959;3.040;10.756;267;26;1;29.501
;10:15,01 a 20,00;1;2;21;139;30;174;13;36;40;57;6;0;20;366;240;372;233;482;1.174;203;306;288;863;2.905;143;6;1;8.121;0;0;2;20;14;36;0;7;6;20;0;0;22;76;24;398;90;385;427;83;221;321;568;1.738;41;0;0;4.499;0;0;0;0;0;0;0;0;0;0;0;0;1;2;23;159;44;210;13;43;46;77;6;0;42;442;264;770;323;867;1.601;286;527;609;1.431;4.643;184;6;1;12.620
;11:Mais de 20,00;1;26;6;246;37;276;27;50;45;107;1;0;48;224;507;589;349;1.323;1.696;293;339;132;181;4.310;58;6;4;10.881;0;0;1;30;5;32;3;5;10;12;1;0;50;43;34;545;70;1.428;772;131;197;174;154;2.261;9;1;0;5.968;0;0;0;0;0;0;0;0;0;0;0;0;1;26;7;276;42;308;30;55;55;119;2;0;98;267;541;1.134;419;2.751;2.468;424;536;306;335;6.571;67;7;4;16.849
;{ñ class};31;120;386;1.130;84;242;252;218;111;122;78;1;435;632;4.963;4.529;698;354;13.937;2.670;2.748;247;747;126;119;26;8;35.014;3;10;63;122;39;44;43;110;90;71;154;1;613;88;242;4.191;394;443;10.175;500;4.716;1.470;1.230;154;32;2;1;25.001;0;0;0;0;0;0;0;0;0;0;0;0;34;130;449;1.252;123;286;295;328;201;193;232;2;1.048;720;5.205;8.720;1.092;797;24.112;3.170;7.464;1.717;1.977;280;151;28;9;60.015
420540:Florianópolis - SC;Total;87;180;179;355;424;333;331;494;504;165;90;1;1.171;3.457;6.620;18.594;1.305;2.685;39.448;5.353;17.008;2.673;3.744;47.878;322;82;1;153.484;11;35;27;139;182;42;72;341;260;172;316;2;2.263;1.177;843;18.188;1.112;3.464;34.278;1.451;25.577;9.973;6.963;51.017;81;2;0;157.988;0;0;0;0;0;0;1;0;0;0;0;1;98;215;206;494;606;375;403;835;764;337;406;3;3.434;4.634;7.463;36.782;2.417;6.149;73.727;6.804;42.585;12.646;10.707;98.895;403;84;1;311.473
;00:Até 0,50;0;0;1;2;1;0;1;7;0;0;0;0;5;4;38;110;13;3;199;31;233;8;64;126;0;0;0;846;0;0;0;0;2;0;0;3;1;1;1;0;23;1;15;123;5;5;416;14;326;29;50;62;0;0;0;1.077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;1;10;1;1;1;0;28;5;53;233;18;8;615;45;559;37;114;188;0;0;0;1.923
;01:0,51 a 1,00;1;1;7;3;4;3;0;19;6;3;6;0;54;20;135;833;58;30;1.342;172;1.120;67;292;1.792;8;1;0;5.977;2;0;4;4;4;5;4;13;7;9;17;0;163;3;38;970;59;62;3.487;126;2.426;267;471;420;11;0;0;8.572;0;0;0;0;0;0;0;0;0;0;0;0;3;1;11;7;8;8;4;32;13;12;23;0;217;23;173;1.803;117;92;4.829;298;3.546;334;763;2.212;19;1;0;14.549
;02:1,01 a 1,50;9;33;57;23;31;60;93;56;51;13;29;1;323;88;793;3.198;178;131;5.861;531;4.115;237;437;2.113;50;2;0;18.513;1;14;13;14;22;5;24;37;47;19;105;1;1.033;65;123;3.413;190;270;8.961;260;10.049;1.412;1.138;1.195;16;0;0;28.427;0;0;0;0;0;0;0;0;0;0;0;0;10;47;70;37;53;65;117;93;98;32;134;2;1.356;153;916;6.611;368;401;14.822;791;14.164;1.649;1.575;3.308;66;2;0;46.940
;03:1,51 a 2,00;11;58;58;58;47;83;74;72;134;49;24;0;346;147;1.152;6.805;351;171;6.687;1.052;4.117;395;389;927;132;7;0;23.346;3;9;5;17;29;9;15;38;72;39;96;1;330;50;171;6.693;325;365;5.650;327;4.685;2.377;1.094;790;29;0;0;23.219;0;0;0;0;0;0;0;0;0;0;0;0;14;67;63;75;76;92;89;110;206;88;120;1;676;197;1.323;13.498;676;536;12.337;1.379;8.802;2.772;1.483;1.717;161;7;0;46.565
;04:2,01 a 3,00;23;57;27;83;70;70;109;129;136;42;14;0;228;279;1.826;3.846;286;296;8.083;1.287;2.888;529;546;2.546;61;7;0;23.468;3;9;2;37;43;8;6;104;80;43;45;0;175;146;199;3.427;227;633;5.456;247;2.934;2.424;1.310;5.107;10;0;0;22.675;0;0;0;0;0;0;0;0;0;0;0;0;26;66;29;120;113;78;115;233;216;85;59;0;403;425;2.025;7.273;513;929;13.539;1.534;5.822;2.953;1.856;7.653;71;7;0;46.143
;05:3,01 a 4,00;22;16;6;47;48;36;14;55;69;15;3;0;49;368;817;970;101;286;3.469;1.127;986;296;326;2.286;14;2;0;11.428;0;2;1;12;21;2;2;40;20;20;8;0;45;123;85;855;81;435;2.392;133;933;1.014;747;5.062;4;0;0;12.037;0;0;0;0;0;0;0;0;0;0;0;0;22;18;7;59;69;38;16;95;89;35;11;0;94;491;902;1.825;182;721;5.861;1.260;1.919;1.310;1.073;7.348;18;2;0;23.465
;06:4,01 a 5,00;8;3;0;26;29;20;2;40;33;12;3;0;11;481;349;429;65;228;1.920;189;522;203;297;3.006;0;2;0;7.878;1;0;0;22;14;2;6;41;12;8;1;0;26;156;44;457;58;345;1.340;77;560;635;457;8.368;2;0;0;12.632;0;0;0;0;0;0;0;0;0;0;0;0;9;3;0;48;43;22;8;81;45;20;4;0;37;637;393;886;123;573;3.260;266;1.082;838;754;11.374;2;2;0;20.510
;07:5,01 a 7,00;4;0;1;43;66;17;3;38;37;10;1;0;15;591;256;351;54;349;2.565;160;382;224;360;12.396;0;15;0;17.938;1;0;1;15;22;3;1;25;7;14;1;0;32;182;37;334;36;406;1.713;61;400;445;498;12.041;0;0;0;16.275;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;58;88;20;4;63;44;24;2;0;47;773;293;685;90;755;4.278;221;782;669;858;24.437;0;15;0;34.213
;08:7,01 a 10,00;0;0;0;23;58;8;1;19;20;7;1;0;12;456;187;237;46;280;2.317;102;331;147;256;8.989;0;16;1;13.514;0;0;1;9;9;2;1;11;6;5;1;0;182;138;32;161;25;284;1.124;44;299;257;297;8.679;1;0;0;11.568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;32;67;10;2;30;26;12;2;0;194;594;219;398;71;564;3.441;146;630;404;553;17.668;1;16;1;25.082
;09:10,01 a 15,00;2;0;0;20;42;13;0;10;6;5;0;0;6;468;128;183;24;262;2.273;56;182;138;256;6.815;0;10;0;10.899;0;0;0;4;7;1;1;9;2;6;1;0;24;161;17;117;9;208;922;20;157;190;234;5.889;0;0;0;7.979;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;24;49;14;1;19;8;11;1;0;30;629;145;300;33;470;3.195;76;339;328;490;12.704;0;10;0;18.878
;10:15,01 a 20,00;0;0;0;8;12;4;0;6;2;2;0;0;3;198;71;95;8;180;1.161;16;103;84;172;3.347;0;13;0;5.485;0;0;0;1;0;0;1;3;0;1;0;0;11;45;8;92;6;95;338;6;37;95;149;2.118;0;0;0;3.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;12;4;1;9;2;3;0;0;14;243;79;187;14;275;1.499;22;140;179;321;5.465;0;13;0;8.491
;11:Mais de 20,00;0;0;0;4;4;5;1;8;1;1;0;0;5;162;103;216;22;338;1.084;54;116;173;139;3.001;0;7;0;5.444;0;0;0;1;0;3;0;3;0;1;0;0;5;43;14;149;11;253;329;28;58;156;112;1.161;0;2;0;2.329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;8;1;11;1;2;0;0;10;205;117;365;33;591;1.413;82;174;329;251;4.162;0;9;0;7.773
;{ñ class};7;12;22;15;12;14;33;35;9;6;9;0;114;195;765;1.321;99;131;2.487;576;1.913;172;210;534;57;0;0;8.748;0;1;0;3;9;2;11;14;6;6;40;0;214;64;60;1.397;80;103;2.150;108;2.713;672;406;125;8;0;0;8.192;0;0;0;0;0;0;1;0;0;0;0;1;7;13;22;18;21;16;44;49;15;12;49;0;328;259;825;2.718;179;234;4.638;684;4.626;844;616;659;65;0;0;16.941
431490:Porto Alegre - RS;Total;175;490;1.776;1.379;1.032;1.983;384;1.857;1.988;2.686;638;188;2.525;3.663;23.440;44.624;11.393;8.578;76.340;24.964;29.803;15.141;12.300;67.225;1.300;157;1;336.030;52;116;298;276;612;310;94;1.261;1.045;2.301;1.051;297;3.409;1.179;3.016;41.206;6.711;9.775;56.442;7.305;42.338;46.519;21.961;99.917;542;11;0;348.044;0;0;0;0;0;0;0;0;2;0;0;2;227;606;2.074;1.655;1.644;2.293;478;3.118;3.033;4.987;1.689;485;5.934;4.842;26.456;85.830;18.104;18.353;132.782;32.269;72.143;61.660;34.261;167.142;1.842;168;1;684.076
;00:Até 0,50;3;2;7;4;11;38;0;6;13;11;5;0;22;6;129;436;67;24;551;189;457;55;136;14;8;0;0;2.194;1;0;3;1;4;13;0;12;7;12;7;0;22;1;49;576;45;26;667;145;665;140;125;18;3;1;0;2.543;0;0;0;0;0;0;0;0;0;0;0;0;4;2;10;5;15;51;0;18;20;23;12;0;44;7;178;1.012;112;50;1.218;334;1.122;195;261;32;11;1;0;4.737
;01:0,51 a 1,00;8;8;29;28;13;4;12;64;27;75;23;7;73;31;736;2.511;374;75;2.800;724;2.046;258;515;155;45;1;0;10.642;5;4;16;13;12;3;4;51;29;84;29;14;193;12;213;2.915;287;205;5.103;449;4.239;905;981;338;38;1;0;16.143;0;0;0;0;0;0;0;0;0;0;0;0;13;12;45;41;25;7;16;115;56;159;52;21;266;43;949;5.426;661;280;7.903;1.173;6.285;1.163;1.496;493;83;2;0;26.785
;02:1,01 a 1,50;8;104;195;123;69;47;73;232;206;253;198;141;615;91;3.771;12.288;2.038;198;13.772;3.547;7.313;1.128;1.085;2.133;272;12;0;49.912;7;30;80;39;87;40;23;179;259;363;454;253;1.137;36;742;15.162;1.591;622;16.419;1.338;13.230;4.344;4.170;10.617;74;2;0;71.298;0;0;0;0;0;0;0;0;0;0;0;0;15;134;275;162;156;87;96;411;465;616;652;394;1.752;127;4.513;27.450;3.629;820;30.191;4.885;20.543;5.472;5.255;12.750;346;14;0;121.210
;03:1,51 a 2,00;26;130;481;252;153;162;90;303;395;623;196;23;739;296;6.002;11.071;2.701;319;17.524;5.029;5.920;2.195;1.299;3.943;173;21;0;60.066;8;24;80;74;132;49;18;274;252;558;277;23;757;30;631;8.995;1.474;781;9.444;1.289;7.937;7.279;3.707;15.872;36;1;0;60.002;0;0;0;0;0;0;0;0;0;0;0;0;34;154;561;326;285;211;108;577;647;1.181;473;46;1.496;326;6.633;20.066;4.175;1.100;26.968;6.318;13.857;9.474;5.006;19.815;209;22;0;120.068
;04:2,01 a 3,00;44;133;435;366;199;574;94;493;535;609;130;14;404;425;4.139;7.618;2.268;600;15.203;5.796;4.437;3.175;2.046;6.350;151;24;1;56.263;10;21;44;60;110;74;18;264;213;487;126;5;374;93;533;4.954;1.239;1.199;8.236;1.170;4.556;10.306;3.217;19.454;45;0;0;56.808;0;0;0;0;0;0;0;0;0;0;0;0;54;154;479;426;309;648;112;757;748;1.096;256;19;778;518;4.672;12.572;3.507;1.799;23.439;6.966;8.993;13.481;5.263;25.804;196;24;1;113.071
;05:3,01 a 4,00;25;44;201;227;95;402;25;189;161;305;18;2;140;375;1.739;2.685;1.037;677;5.160;2.451;1.735;1.769;1.363;7.955;75;16;0;28.871;9;12;20;37;62;36;3;130;81;230;39;0;154;96;228;1.997;590;956;3.935;690;1.969;5.171;1.958;17.797;45;2;0;36.247;0;0;0;0;0;0;0;0;0;0;0;0;34;56;221;264;157;438;28;319;242;535;57;2;294;471;1.967;4.682;1.627;1.633;9.095;3.141;3.704;6.940;3.321;25.752;120;18;0;65.118
;06:4,01 a 5,00;16;11;86;92;74;210;13;133;130;193;16;0;49;375;751;1.307;584;572;3.143;1.048;1.000;1.159;835;8.769;63;9;0;20.638;2;4;12;13;43;16;5;101;42;156;10;0;74;131;127;869;369;865;2.221;481;1.190;4.154;1.460;8.998;33;0;0;21.376;0;0;0;0;0;0;0;0;0;0;0;0;18;15;98;105;117;226;18;234;172;349;26;0;123;506;878;2.176;953;1.437;5.364;1.529;2.190;5.313;2.295;17.767;96;9;0;42.014
;07:5,01 a 7,00;10;7;68;82;133;148;6;111;129;191;13;0;61;636;780;1.113;594;1.040;4.006;1.160;1.201;1.088;1.190;11.891;77;17;0;25.752;3;4;7;16;32;12;6;76;39;147;16;0;81;248;110;831;359;1.268;2.433;625;1.311;3.601;1.746;8.265;52;0;0;21.288;0;0;0;0;0;0;0;0;0;0;0;0;13;11;75;98;165;160;12;187;168;338;29;0;142;884;890;1.944;953;2.308;6.439;1.785;2.512;4.689;2.936;20.156;129;17;0;47.040
;08:7,01 a 10,00;12;6;50;44;90;107;4;63;69;118;9;0;58;448;537;648;471;1.316;3.660;822;1.077;1.167;1.043;9.409;59;16;0;21.303;3;4;7;9;42;22;3;38;17;98;7;0;52;164;70;578;190;1.237;1.749;260;1.049;3.565;1.267;7.064;31;0;0;17.526;0;0;0;0;0;0;0;0;0;0;0;0;15;10;57;53;132;129;7;101;86;216;16;0;110;612;607;1.226;661;2.553;5.409;1.082;2.126;4.732;2.310;16.473;90;16;0;38.829
;09:10,01 a 15,00;6;1;12;36;104;90;0;45;61;86;1;0;32;451;379;531;290;1.297;2.594;560;568;1.001;1.018;8.792;60;13;0;18.028;2;0;2;7;31;8;2;20;14;46;1;0;45;207;32;520;129;831;1.011;142;478;1.984;1.098;6.439;21;0;0;13.070;0;0;0;0;0;0;0;0;0;0;0;0;8;1;14;43;135;98;2;65;75;132;2;0;77;658;411;1.051;419;2.128;3.605;702;1.046;2.985;2.116;15.231;81;13;0;31.098
;10:15,01 a 20,00;3;1;3;10;20;20;2;14;21;35;1;0;12;194;209;320;143;620;981;222;185;607;827;3.478;29;4;0;7.961;1;2;0;1;22;3;0;8;3;11;0;0;28;76;20;326;37;368;395;58;131;1.017;661;2.325;2;0;0;5.495;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;11;42;23;2;22;24;46;1;0;40;270;229;646;180;988;1.376;280;316;1.624;1.488;5.803;31;4;0;13.456
;11:Mais de 20,00;2;1;4;16;37;25;0;14;26;47;0;0;26;139;320;687;215;1.443;1.194;361;378;841;240;4.151;39;5;0;10.211;0;1;3;0;22;3;1;13;8;22;0;0;25;41;29;435;64;1.059;637;136;150;1.013;204;2.447;8;0;0;6.321;0;0;0;0;0;0;0;0;0;0;0;0;2;2;7;16;59;28;1;27;34;69;0;0;51;180;349;1.122;279;2.502;1.831;497;528;1.854;444;6.598;47;5;0;16.532
;{ñ class};12;42;205;99;34;156;65;190;215;140;28;1;294;196;3.948;3.409;611;397;5.752;3.055;3.486;698;703;185;249;19;0;24.189;1;10;24;6;13;31;11;95;81;87;85;2;467;44;232;3.048;337;358;4.192;522;5.433;3.040;1.367;283;154;4;0;19.927;0;0;0;0;0;0;0;0;2;0;0;2;13;52;229;105;47;187;76;285;296;227;113;3;761;240;4.180;6.457;948;755;9.944;3.577;8.921;3.738;2.070;468;403;23;0;44.118
500270:Campo Grande - MS;Total;56;893;1.020;936;82;332;727;567;1.025;1.172;540;6;6.128;4.217;11.423;28.832;6.255;2.062;23.733;13.680;9.581;4.368;13.809;21.929;3.218;54;15;156.660;6;113;162;178;18;53;172;341;325;330;1.348;5;3.387;893;1.830;23.435;2.547;2.954;19.897;3.118;15.039;14.174;29.885;29.357;828;4;0;150.399;0;0;0;0;0;0;0;0;0;0;0;0;62;1.006;1.182;1.114;100;385;899;908;1.350;1.502;1.888;11;9.515;5.110;13.253;52.267;8.802;5.016;43.630;16.798;24.620;18.542;43.694;51.286;4.046;58;15;307.059
;00:Até 0,50;1;0;4;2;0;4;3;2;1;12;1;0;28;24;93;422;69;3;315;151;198;28;139;8;23;0;0;1.531;0;0;1;2;3;1;3;0;1;2;9;0;33;11;23;432;49;0;387;89;485;64;203;16;10;0;0;1.824;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;4;3;5;6;2;2;14;10;0;61;35;116;854;118;3;702;240;683;92;342;24;33;0;0;3.355
;01:0,51 a 1,00;1;53;41;34;8;6;37;28;21;42;30;0;216;84;678;1.588;244;40;1.544;427;1.160;172;690;262;268;0;1;7.675;0;8;14;14;0;0;16;17;14;12;87;0;205;34;149;2.080;147;63;2.967;232;2.062;541;1.114;678;112;0;0;10.566;0;0;0;0;0;0;0;0;0;0;0;0;1;61;55;48;8;6;53;45;35;54;117;0;421;118;827;3.668;391;103;4.511;659;3.222;713;1.804;940;380;0;1;18.241
;02:1,01 a 1,50;12;224;329;187;22;96;251;156;295;341;294;2;1.625;534;3.027;10.474;1.677;107;6.668;3.594;3.185;887;1.298;946;1.084;3;1;37.319;3;37;65;67;5;28;75;122;113;119;882;3;1.455;219;739;10.239;1.023;232;8.415;1.276;6.480;4.187;3.991;4.796;374;1;0;44.946;0;0;0;0;0;0;0;0;0;0;0;0;15;261;394;254;27;124;326;278;408;460;1.176;5;3.080;753;3.766;20.713;2.700;339;15.083;4.870;9.665;5.074;5.289;5.742;1.458;4;1;82.265
;03:1,51 a 2,00;9;240;235;253;26;56;233;140;261;307;93;3;1.252;996;1.912;5.967;1.198;148;5.599;3.140;1.599;889;1.169;1.132;705;5;2;27.569;1;23;36;39;4;10;32;72;49;74;121;1;729;93;258;3.740;395;375;2.312;571;1.714;3.280;3.182;1.946;96;0;0;19.153;0;0;0;0;0;0;0;0;0;0;0;0;10;263;271;292;30;66;265;212;310;381;214;4;1.981;1.089;2.170;9.707;1.593;523;7.911;3.711;3.313;4.169;4.351;3.078;801;5;2;46.722
;04:2,01 a 3,00;17;216;197;242;11;45;104;133;230;223;55;0;1.421;1.080;1.828;3.775;1.240;309;4.082;2.805;1.117;696;2.211;2.709;556;6;5;25.313;1;22;17;19;3;10;21;48;26;61;55;0;328;150;216;2.160;351;667;1.676;336;1.059;1.939;7.405;3.294;91;2;0;19.957;0;0;0;0;0;0;0;0;0;0;0;0;18;238;214;261;14;55;125;181;256;284;110;0;1.749;1.230;2.044;5.935;1.591;976;5.758;3.141;2.176;2.635;9.616;6.003;647;8;5;45.270
;05:3,01 a 4,00;6;31;61;40;4;46;15;47;61;84;26;0;381;423;596;1.394;568;204;1.097;1.132;437;348;1.439;2.345;122;4;1;10.912;1;5;7;4;1;1;1;23;15;21;17;0;104;92;97;891;178;321;694;152;420;1.116;2.326;4.268;29;0;0;10.784;0;0;0;0;0;0;0;0;0;0;0;0;7;36;68;44;5;47;16;70;76;105;43;0;485;515;693;2.285;746;525;1.791;1.284;857;1.464;3.765;6.613;151;4;1;21.696
;06:4,01 a 5,00;2;7;23;39;1;20;6;7;17;42;8;0;225;208;247;688;280;192;498;433;221;407;1.869;2.552;50;4;0;8.046;0;3;3;15;0;1;0;9;5;11;2;0;50;43;52;459;79;232;304;70;215;989;3.663;3.757;18;0;0;9.980;0;0;0;0;0;0;0;0;0;0;0;0;2;10;26;54;1;21;6;16;22;53;10;0;275;251;299;1.147;359;424;802;503;436;1.396;5.532;6.309;68;4;0;18.026
;07:5,01 a 7,00;2;12;9;40;3;16;3;5;17;37;5;0;181;245;292;613;290;217;452;329;214;274;2.086;2.861;64;8;2;8.277;0;3;1;5;0;2;0;12;5;9;0;0;37;69;43;394;64;285;216;48;246;592;4.244;3.384;10;0;0;9.669;0;0;0;0;0;0;0;0;0;0;0;0;2;15;10;45;3;18;3;17;22;46;5;0;218;314;335;1.007;354;502;668;377;460;866;6.330;6.245;74;8;2;17.946
;08:7,01 a 10,00;1;0;8;15;0;9;1;2;3;14;1;0;62;159;184;388;133;218;339;131;82;111;944;3.313;17;5;0;6.140;0;2;2;0;0;0;0;5;0;3;1;0;23;46;29;214;28;210;167;34;111;225;1.200;3.239;10;0;0;5.549;0;0;0;0;0;0;0;0;0;0;0;0;1;2;10;15;0;9;1;7;3;17;2;0;85;205;213;602;161;428;506;165;193;336;2.144;6.552;27;5;0;11.689
;09:10,01 a 15,00;0;2;3;5;0;11;0;1;2;9;1;0;55;142;150;321;78;148;165;51;69;108;1.128;2.872;17;1;0;5.339;0;0;0;0;0;0;0;3;0;3;1;0;19;57;16;219;13;150;68;15;59;108;1.326;2.257;8;0;0;4.322;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;0;11;0;4;2;12;2;0;74;199;166;540;91;298;233;66;128;216;2.454;5.129;25;1;0;9.661
;10:15,01 a 20,00;0;0;2;5;0;2;0;0;0;3;0;0;25;54;100;170;30;95;67;30;28;90;504;1.053;6;1;0;2.265;0;0;0;0;0;0;0;0;0;3;0;0;9;21;18;114;8;81;32;8;21;89;485;757;0;0;0;1.646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;2;0;0;0;6;0;0;34;75;118;284;38;176;99;38;49;179;989;1.810;6;1;0;3.911
;11:Mais de 20,00;0;1;0;3;0;6;0;0;4;7;0;0;38;45;124;258;79;268;88;85;136;157;69;1.775;12;5;0;3.160;0;0;0;1;0;0;1;0;1;0;0;0;9;10;15;192;16;188;50;28;25;123;84;798;2;0;0;1.543;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;6;1;0;5;7;0;0;47;55;139;450;95;456;138;113;161;280;153;2.573;14;5;0;4.703
